year,district,district_id,street,city,state,zip,gradespan,enrollment,hdphone,url,supername,chair,teacher_count,district_alt,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,schoolid,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,pct_el,pct_non_el,pct_disabilities,pct_non_di
2019,Anderson School District Two,0402999,10990 BHP Hwy,Honea Path,SC,29654,PK-12,3404,864-369-7364,http://www.anderson2.org,Donald Andrews,Jimmy Ouzts,224,Anderson 02,D,45.1,25.3,48.3,20.5,53.3,NA,21.9,66.3,39.6,44.4,16,64.6,40.7,40,19.4,59.4,44.8,30.6,31.3,16.4,17.8,17.6,18.3,5.2,17.6,19.8,37.5,89.3,11.1,6.7,79.4,47.2,86.805555556,88.163265306,78.378378378,-1,NA,-1,2.3,86.1,46.4,NA,47606,91.2,26.5,NA,6,100,100,0.8,5.2,64.12,56.2,82894,9339,NA,NA,NA,88.1,62.8,310,88.4,98.3,243,0,1,0,0,0,0,0,0,2,1,0,48,584,364,14,3,11,2,50,3713,1868,1845,519,2849,0,NA,345,50.30972259628332,49.69027740371667,0,13.977915432265014,76.73040667923512,9.291677888499866,NA,NA,NA,NA
2021,Anderson School District Two,0402999,10990 BHP Hwy,Honea Path,SC,29654,PK-12,3404,864-369-7364,http://www.anderson2.org,Donald Andrews,Jimmy Ouzts,224,Anderson 02,D,47.1,24,44.1,24.8,48.8,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,27.6,71,28,5.4,65.9,20.8,87.096774194,87.387387387,89.583333333,-1,NA,-1,1.5,87.7,49.5306213679034,15.1,51788.6855555556,NA,24.3,16.9,1,100,100,0.6,7.9,65.4,57.2,85077,NA,7.9,641,47,89.2,55.3,371,99.4,89,89,1,0,0,0,0,0,0,0,5,1,0,18,380,188,19,3,19,1,23,3385,1693,1692,504,2551,0,NA,330,50.014771048744464,49.985228951255536,0,14.889217134416544,75.36189069423929,9.748892171344165,1.3807285546415982,98.61927144535841,18.830787309048176,81.16921269095182
2017,Anderson School District Two,0402999,10990 BHP Hwy,Honea Path,SC,29654,PK-12,3404,864-369-7364,http://www.anderson2.org,Donald Andrews,Jimmy Ouzts,224,Anderson 02,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,89.338235294,89.861751152,86,-1,NA,-1,2.7,NA,50.2,NA,47005,NA,23.4,29.604130809,4,NA,NA,1.2,NA,60.1,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3783,1883,1900,688,2975,NA,NA,120,49.77531060005287,50.22468939994713,NA,18.186624372191382,78.64128998149617,3.1720856463124503,NA,NA,NA,NA
2020,Anderson School District Two,0402999,10990 BHP Hwy,Honea Path,SC,29654,PK-12,3404,864-369-7364,http://www.anderson2.org,Donald Andrews,Jimmy Ouzts,224,Anderson 02,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,91.80887372,91.479820628,92.857142857,-1,-1,-1,2.6,87.9,48.9,14,50514,NA,24.8,14.1,NA,100,100,1.1,9.2,64.5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5,0,0,38,482,275,13,2,16,0,43,3650,1827,1823,524,2762,0,NA,364,50.054794520547944,49.945205479452056,0,14.356164383561643,75.67123287671232,9.972602739726028,NA,NA,NA,NA
2018,Anderson School District Three,0403999,335 West Front Street,Iva,SC,29655,PK-12,2549,864-348-6196,https://acsd3.org,Kathy D. Hipp,Mr. Tripp Bouknight,173,Anderson 03,D,42,24.7,50.4,18.8,60.7,NA,16.2,56.5,21.1,52.8,26.1,58.4,36,46,18,71.4,52.199999999999996,42.900000000000006,17.4,18.8,19.6,19.3,19.6,6.4,19.4,37.1,39,76.7,2.5,2.5,74.8,50,91.925465839,94.029850746,85,-1,-1,NA,0.1,87.9,53.9,NA,47894,88.8,15.2,NA,2,100,68,2.5,11.4,72.71,53.2,89918,NA,11.4,NA,NA,88.4,66.8,199,98.5,99.5,99.5,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,0,2,2551,1265,1286,216,2132,0,0403999,203,49.58839670717366,50.41160329282634,0,8.467267738141905,83.5750686005488,7.95766366130929,NA,NA,NA,NA
2019,Anderson School District Three,0403999,335 West Front Street,Iva,SC,29655,PK-12,2549,864-348-6196,https://acsd3.org,Kathy D. Hipp,Mr. Tripp Bouknight,173,Anderson 03,D,50.4,20.3,59.7,16,58.9,NA,20.9,66.7,41.7,40.5,17.9,63.7,49.400000000000006,32.2,18.5,76.3,62.699999999999996,31.5,14.2,18.9,19.9,19.8,19.4,6.1,19.6,34,40.7,79.3,4.7,0,79.3,42.5,92.857142857,93.793103448,89.473684211,-1,NA,NA,0.3,87,56.8,NA,48510,88.5,16.5,NA,3,100,100,1.9,16.8,73.29,52.8,89429,9914,NA,NA,NA,88.30000000000001,62.7,188,87.9,99.39999999999999,174,0,0,0,0,0,0,0,0,0,0,0,12,155,189,2,0,0,0,12,2603,1288,1315,211,2161,0,NA,231,49.481367652708414,50.51863234729159,0,8.106031502112947,83.01959277756434,8.874375720322703,NA,NA,NA,NA
2019,Anderson School District Three,0403999,335 West Front Street,Iva,SC,29655,PK-12,2549,864-348-6196,https://acsd3.org,Kathy D. Hipp,Mr. Tripp Bouknight,173,Anderson 03,D,50.4,20.3,59.7,16,58.9,NA,20.9,66.7,41.7,40.5,17.9,63.7,49.400000000000006,32.2,18.5,76.3,62.699999999999996,31.5,14.2,18.9,19.9,19.8,19.4,6.1,19.6,34,40.7,79.3,4.7,0,79.3,42.5,92.857142857,93.793103448,89.473684211,-1,NA,NA,0.3,87,56.8,NA,48510,88.5,16.5,NA,3,100,100,1.9,16.8,73.29,52.8,89429,9914,NA,NA,NA,88.30000000000001,62.7,188,87.9,99.39999999999999,174,0,0,0,0,0,0,0,0,0,0,0,12,155,189,2,0,0,0,12,2603,1288,1315,211,2161,0,NA,231,49.481367652708414,50.51863234729159,0,8.106031502112947,83.01959277756434,8.874375720322703,NA,NA,NA,NA
2021,Anderson School District Three,0403999,335 West Front Street,Iva,SC,29655,PK-12,2549,864-348-6196,https://acsd3.org,Kathy D. Hipp,Mr. Tripp Bouknight,173,Anderson 03,D,44.6,24.4,44.2,23.6,53.8,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,35.5,77.4,13.5,2.6,70.3,42.6,90.322580645,90.909090909,91.666666667,-1,-1,-1,0.3,86.1,57.8034682080925,9,51806.729375,NA,16.9,49.9,5,100,100,1.3,9.3,71.6,53.5,82311,NA,9.3,422,86,93,62.6,490,99.4,89.3,89.3,0,0,0,0,0,0,0,0,0,0,0,2,221,185,1,0,14,0,2,2536,1276,1260,225,2021,0,NA,290,50.315457413249206,49.684542586750794,0,8.872239747634069,79.69242902208202,11.43533123028391,3.3738721067085127,96.62612789329148,16.555511965476658,83.44448803452335
2017,Anderson School District Three,0403999,335 West Front Street,Iva,SC,29655,PK-12,2549,864-348-6196,https://acsd3.org,Kathy D. Hipp,Mr. Tripp Bouknight,173,Anderson 03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,89.247311828,92.715231788,70.967741935,-1,-1,-1,0.5,NA,54.7,NA,47401,NA,16.6,6.703910615,1,NA,NA,1.3,NA,72.1,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2577,1264,1313,311,2160,NA,NA,106,49.049282110981764,50.950717889018236,NA,12.068296468762126,83.81839348079161,4.113310050446255,NA,NA,NA,NA
2020,Anderson School District Three,0403999,335 West Front Street,Iva,SC,29655,PK-12,2549,864-348-6196,https://acsd3.org,Kathy D. Hipp,Mr. Tripp Bouknight,173,Anderson 03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,90.449438202,90.625,91.666666667,-1,-1,-1,0.3,87.7,58.3,3.9,50291,NA,15.7,23.5,5,100,100,1.6,14.3,72.6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,0,0,3,224,155,1,0,0,0,6,2591,1302,1289,211,2130,0,NA,250,50.25086839058278,49.74913160941721,0,8.14357390968738,82.20764183712852,9.648784253184099,NA,NA,NA,NA
2018,Anderson District 4,0404999,315 East Queen Street,Pendleton,SC,29670,PK-12,2755,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dr. Tom Dobbins,193,Anderson 04,D,54.4,15.1,57.1,15.7,67.2,NA,13.1,61.3,34.4,39.2,26.5,76.9,59.4,22.7,17.9,64.9,47.8,22.3,24.1,18.6,19.5,19.1,19.3,6.3,19.3,38.3,43.9,68.4,11.2,0,66.3,61.9,84.978540773,84.53038674,88.636363636,-1,-1,-1,1.4,87.6,64.1,NA,50255,88.8,25.4,NA,4,100,86.5,1.7,14.1,60.59,56.4,87522,NA,14.1,NA,NA,91.4,82.2,263,93.2,97.4,97.4,0,0,0,0,0,0,0,0,2,0,0,26,NA,NA,NA,NA,NA,0,28,2873,1399,1474,445,2189,0,0404999,239,48.69474416985729,51.305255830142706,0,15.4890358510268,76.19213365819701,8.318830490776193,NA,NA,NA,NA
2019,Anderson District 4,0404999,315 East Queen Street,Pendleton,SC,29670,PK-12,2755,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dr. Tom Dobbins,193,Anderson 04,D,59.5,15.6,61.7,13.6,67.5,NA,12.1,64.6,39.2,42.5,18.4,69,54,27.7,18.3,66,49.099999999999994,29.7,22.2,17.3,18.9,18.3,18.4,5.9,18.4,35.9,45.9,85.6,20.4,0,81.2,51.2,84.507042254,85.093167702,86.363636364,-1,NA,-1,3.9,84.5,61.9,NA,50286,88.7,25.6,NA,4,100,90,1.2,11.6,61.15,57.7,91278,11176,NA,NA,NA,91.4,76.9,270,94.80000000000001,100,232,0,0,0,0,0,0,0,0,1,0,0,16,282,184,1,0,5,0,17,2812,1359,1453,461,2109,0,NA,242,48.32859174964438,51.67140825035562,0,16.39402560455192,75,8.60597439544808,NA,NA,NA,NA
2019,Anderson District 4,0404999,315 East Queen Street,Pendleton,SC,29670,PK-12,2755,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dr. Tom Dobbins,193,Anderson 04,D,59.5,15.6,61.7,13.6,67.5,NA,12.1,64.6,39.2,42.5,18.4,69,54,27.7,18.3,66,49.099999999999994,29.7,22.2,17.3,18.9,18.3,18.4,5.9,18.4,35.9,45.9,85.6,20.4,0,81.2,51.2,84.507042254,85.093167702,86.363636364,-1,NA,-1,3.9,84.5,61.9,NA,50286,88.7,25.6,NA,4,100,90,1.2,11.6,61.15,57.7,91278,11176,NA,NA,NA,91.4,76.9,270,94.80000000000001,100,232,0,0,0,0,0,0,0,0,1,0,0,16,282,184,1,0,5,0,17,2812,1359,1453,461,2109,0,NA,242,48.32859174964438,51.67140825035562,0,16.39402560455192,75,8.60597439544808,NA,NA,NA,NA
2021,Anderson District 4,0404999,315 East Queen Street,Pendleton,SC,29670,PK-12,2755,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dr. Tom Dobbins,193,Anderson 04,D,56.7,16.3,56.1,18,62.2,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,31,65.9,14.8,0.4,62.4,50,87.336244541,87.283236994,88.636363636,-1,NA,-1,2.2,85.7,64.3374741200828,17.9,53985.3313609467,NA,25.3,18.9,0.5,100,100,1.5,7,59.7,54.1,89621,NA,7,486,87,93.1,68.1,634,99.5,98.1,98.1,0,0,0,0,0,0,0,0,0,0,0,5,201,102,1,0,0,0,5,2714,1305,1409,387,2026,0,NA,301,48.08400884303611,51.91599115696389,0,14.25939572586588,74.6499631540162,11.090641120117906,3.1578947368421053,96.84210526315789,17.64065335753176,82.35934664246824
2017,Anderson District 4,0404999,315 East Queen Street,Pendleton,SC,29670,PK-12,2755,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dr. Tom Dobbins,193,Anderson 04,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,86.111111111,83.23699422,97.222222222,-1,NA,-1,3.3,NA,65.3,NA,51133,NA,22.3,12.311015119,3,NA,NA,1.2,NA,59.7,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2889,1397,1492,581,2189,NA,NA,119,48.355832467982005,51.644167532018,NA,20.110764970578053,75.77016268605054,4.119072343371409,NA,NA,NA,NA
2020,Anderson District 4,0404999,315 East Queen Street,Pendleton,SC,29670,PK-12,2755,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dr. Tom Dobbins,193,Anderson 04,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,84.976525822,85.534591195,77.5,100,NA,-1,2.5,82.2,63.5,13.5,53346,NA,28,46.8,NA,100,100,1,13.4,60.5,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7,322,160,3,1,2,0,7,2861,1367,1494,417,2171,0,NA,273,47.780496329954566,52.21950367004544,0,14.57532331352674,75.88255854596295,9.542118140510311,NA,NA,NA,NA
2018,Anderson School District Five,0405999,400 Pearman Dairy Rd,Anderson,SC,29621,PK-12,12771,864-260-5000,www.anderson5.net,Thomas A. Wilson,Rick Bradshaw,850,Anderson 05,D,42.4,26.7,48.5,24.4,51.1,NA,22.6,53.9,31.6,40.8,27.5,66,46.7,34.599999999999994,18.8,64.5,50.4,29.299999999999997,22.4,16.1,17.4,17.9,17.7,5.7,17.4,27.4,39.4,60.7,3.6,1.6,58.1,56.1,82.671081678,84.765625,78.181818182,87.5,-1,88.235294118,2,86.8,59.5,NA,48777,88,26.8,NA,5,100,89.5,1.7,14.5,64.35,54.1,90473,NA,14.5,NA,NA,85.5,66.8,797,95.4,92.3,92.3,1,1,2,0,0,1,0,0,11,0,0,107,NA,NA,NA,NA,NA,3,119,13102,6396,6706,4340,6748,0,0405999,2014,48.81697450770875,51.18302549229126,0,33.12471378415509,51.50358723858953,15.37169897725538,NA,NA,NA,NA
2019,Anderson School District Five,0405999,400 Pearman Dairy Rd,Anderson,SC,29621,PK-12,12771,864-260-5000,www.anderson5.net,Thomas A. Wilson,Rick Bradshaw,850,Anderson 05,D,45.5,27.2,48.5,25,46.9,NA,29.6,57.5,35.599999999999994,38.7,25.7,61.1,39.2,38.900000000000006,21.8,54.7,41.7,30,32.6,18.8,20.3,19.1,19.7,6,19.6,24.6,39.3,67.8,4.5,2.1,65.7,65.7,83.416583417,86.126126126,79.501385042,79.032258065,-1,88.235294118,3.1,84.6,58.7,NA,49155,93.6,27.2,NA,6,100,100,1.2,16.7,65.4,53,91965,9267,NA,NA,NA,88.5,65.2,677,80.1,95,781,1,1,0,0,0,0,0,0,19,0,0,103,1695,1149,39,4,60,1,122,13120,6367,6753,4331,6638,0,NA,2151,48.52896341463415,51.47103658536586,0,33.010670731707314,50.59451219512196,16.39481707317073,NA,NA,NA,NA
2019,Anderson School District Five,0405999,400 Pearman Dairy Rd,Anderson,SC,29621,PK-12,12771,864-260-5000,www.anderson5.net,Thomas A. Wilson,Rick Bradshaw,850,Anderson 05,D,45.5,27.2,48.5,25,46.9,NA,29.6,57.5,35.599999999999994,38.7,25.7,61.1,39.2,38.900000000000006,21.8,54.7,41.7,30,32.6,18.8,20.3,19.1,19.7,6,19.6,24.6,39.3,67.8,4.5,2.1,65.7,65.7,83.416583417,86.126126126,79.501385042,79.032258065,-1,88.235294118,3.1,84.6,58.7,NA,49155,93.6,27.2,NA,6,100,100,1.2,16.7,65.4,53,91965,9267,NA,NA,NA,88.5,65.2,677,80.1,95,781,1,1,0,0,0,0,0,0,19,0,0,103,1695,1149,39,4,60,1,122,13120,6367,6753,4331,6638,0,NA,2151,48.52896341463415,51.47103658536586,0,33.010670731707314,50.59451219512196,16.39481707317073,NA,NA,NA,NA
2021,Anderson School District Five,0405999,400 Pearman Dairy Rd,Anderson,SC,29621,PK-12,12771,864-260-5000,www.anderson5.net,Thomas A. Wilson,Rick Bradshaw,850,Anderson 05,D,43.3,27.9,43.4,31.5,48.9,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,35,58.5,6.1,1.4,56.1,37.6,85.226019846,89.336016097,77.643504532,89.285714286,-1,100,2,85,58.3863494714066,25.1,51153.9745042493,NA,28.5,20.6,8,100,100,1.3,7.5,66.3,50,96800,NA,7.5,2182,1026,88.1,57.3,1124,97.5,90.2,90.2,1,0,2,0,0,0,0,0,2,0,0,62,1186,692,1,0,64,2,64,12672,6197,6475,4139,6239,0,NA,2294,48.90309343434344,51.09690656565656,0,32.662563131313135,49.23453282828283,18.10290404040404,8.0338266384778,91.9661733615222,17.08558452744499,82.914415472555
2017,Anderson School District Five,0405999,400 Pearman Dairy Rd,Anderson,SC,29621,PK-12,12771,864-260-5000,www.anderson5.net,Thomas A. Wilson,Rick Bradshaw,850,Anderson 05,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,83.333333333,84.435797665,82.018927445,77.358490566,-1,100,2,NA,61.4,NA,48408,NA,19.3,38.954741379,4,NA,NA,1.8,NA,63.3,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12986,6392,6594,4955,6799,NA,NA,1232,49.2222393346681,50.7777606653319,NA,38.156476205144,52.35638379793623,9.48713999691976,NA,NA,NA,NA
2020,Anderson School District Five,0405999,400 Pearman Dairy Rd,Anderson,SC,29621,PK-12,12771,864-260-5000,www.anderson5.net,Thomas A. Wilson,Rick Bradshaw,850,Anderson 05,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,83.032873807,85.490196078,78.674351585,81.818181818,-1,100,3.4,85.1,57,19,51953,NA,29.6,25.7,7,100,100,1,14.8,66.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,0,0,0,0,5,0,0,63,1320,856,18,0,21,3,68,13130,6400,6730,4310,6530,0,NA,2290,48.743335872048746,51.256664127951254,0,32.82559025133283,49.733434881949734,17.44097486671744,NA,NA,NA,NA
2018,Bamberg School District 1,0501999,3830 Faust Street,Bamberg,SC,29003,PK-12,1194,803-245-3053,https://www.bamberg1.net,Dottie Brown,Mrs. Janeth Walker,90,Bamberg 01,D,29.1,30.3,37.6,27.3,37,NA,28.7,44.4,23.1,39.3,37.6,59,33.4,43.5,23.1,52.1,33.3,36.7,32.5,14.7,16.1,17.2,17.3,6,16.5,17.9,31.6,70.5,28.4,0,52.6,NA,76.923076923,82.5,75.342465753,-1,NA,-1,1.2,90.4,67.7,NA,47769,87.5,9.1,NA,18,100,100,1.6,17.7,78.57,52.6,77296,NA,17.7,NA,NA,83.3,59.7,117,97.1,96.2,96.2,0,0,0,0,0,0,0,0,2,0,0,11,NA,NA,NA,NA,NA,0,13,1349,645,704,748,544,0,0501999,57,47.81319495922906,52.18680504077094,0,55.44848035581913,40.32616753150482,4.225352112676056,NA,NA,NA,NA
2019,Bamberg School District 1,0501999,3830 Faust Street,Bamberg,SC,29003,PK-12,1194,803-245-3053,https://www.bamberg1.net,Dottie Brown,Mrs. Janeth Walker,90,Bamberg 01,D,37.8,28.6,44.9,22.1,42.4,NA,28.3,57.5,31.2,42.4,26.4,55.7,34.900000000000006,43.400000000000006,21.7,52.8,37.8,37.7,30.2,16.1,17.6,18.4,17.8,5,17.6,20.2,37.2,84,27.7,5.3,64.9,NA,87.735849057,85.106382979,90.909090909,-1,-1,-1,3.1,91.3,66.7,NA,47692,86.2,10.2,NA,19,100,100,1.9,15.5,78.54,54,80535,10818,NA,NA,NA,93.8,70.3,129,92.79999999999998,100,97,0,0,0,0,0,0,0,0,2,0,0,3,137,153,4,0,4,0,5,1285,623,662,723,507,0,NA,55,48.48249027237354,51.517509727626454,0,56.264591439688715,39.45525291828794,4.280155642023346,NA,NA,NA,NA
2019,Bamberg School District 1,0501999,3830 Faust Street,Bamberg,SC,29003,PK-12,1194,803-245-3053,https://www.bamberg1.net,Dottie Brown,Mrs. Janeth Walker,90,Bamberg 01,D,37.8,28.6,44.9,22.1,42.4,NA,28.3,57.5,31.2,42.4,26.4,55.7,34.900000000000006,43.400000000000006,21.7,52.8,37.8,37.7,30.2,16.1,17.6,18.4,17.8,5,17.6,20.2,37.2,84,27.7,5.3,64.9,NA,87.735849057,85.106382979,90.909090909,-1,-1,-1,3.1,91.3,66.7,NA,47692,86.2,10.2,NA,19,100,100,1.9,15.5,78.54,54,80535,10818,NA,NA,NA,93.8,70.3,129,92.79999999999998,100,97,0,0,0,0,0,0,0,0,2,0,0,3,137,153,4,0,4,0,5,1285,623,662,723,507,0,NA,55,48.48249027237354,51.517509727626454,0,56.264591439688715,39.45525291828794,4.280155642023346,NA,NA,NA,NA
2021,Bamberg School District 1,0501999,3830 Faust Street,Bamberg,SC,29003,PK-12,1194,803-245-3053,https://www.bamberg1.net,Dottie Brown,Mrs. Janeth Walker,90,Bamberg 01,D,33.5,34.3,29.1,34.2,31.2,NA,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,35.6,48.1,10.6,1,43.3,NA,91.346153846000007,90,91.803278689,-1,-1,NA,1.3,91.8,61.1111111111111,11.8,49498.1001219512,NA,9.9,34.2,1,100,100,1.4,7,77.3,53.8,79395,NA,7,195,19,93.2,81.1,74,100,98.8,98.8,0,0,0,0,0,0,0,0,0,0,0,5,30,60,2,0,0,0,5,1182,606,576,656,463,0,NA,63,51.26903553299492,48.73096446700508,0,55.499153976311334,39.17089678510998,5.32994923857868,1.5912897822445562,98.40871021775544,16.331658291457288,83.66834170854271
2017,Bamberg School District 1,0501999,3830 Faust Street,Bamberg,SC,29003,PK-12,1194,803-245-3053,https://www.bamberg1.net,Dottie Brown,Mrs. Janeth Walker,90,Bamberg 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,88.596491228,86,91.803278689,NA,-1,-1,2.6,NA,69.7,NA,47460,NA,8.5,10.0456621,17,NA,NA,1.5,NA,75.9,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,647,710,782,541,NA,NA,34,47.67870302137067,52.32129697862933,NA,57.6271186440678,39.86735445836404,2.5055268975681653,NA,NA,NA,NA
2020,Bamberg School District 1,0501999,3830 Faust Street,Bamberg,SC,29003,PK-12,1194,803-245-3053,https://www.bamberg1.net,Dottie Brown,Mrs. Janeth Walker,90,Bamberg 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,89.247311828,95.454545455,83.673469388,NA,NA,NA,2.1,92.9,65.6,7.8,49811,NA,9.5,37.5,20,100,100,2.6,16,77.7,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,0,0,5,108,118,2,4,1,0,8,1236,620,616,688,489,0,NA,59,50.161812297734635,49.83818770226537,0,55.663430420711975,39.56310679611651,4.773462783171521,NA,NA,NA,NA
2018,Bamberg School District 2,0502999,Holly St,Denmark,SC,29042,PK-12,639,803-793-3346,https://sc02209464.schoolwires.net/,Dr. Thelma Sojourner,Beverly Bonaparte,53,Bamberg 02,D,31,31.8,27,40.2,23.3,NA,44.6,39.5,NA,34.9,46.5,25.6,13.899999999999999,51.1,34.9,37.2,16.3,60.4,44.2,12,13,11,16,7,13,5.3,10.5,36.8,7.9,0,31.6,NA,83.720930233,NA,83.333333333,-1,NA,-1,0.6,86.1,48.2,NA,45990,95.2,1.3,NA,7,0,0,5.4,16.5,91.87,45.5,78822,NA,16.5,NA,NA,73,65.8,76,89.3,96.5,96.5,0,0,0,0,0,0,0,0,0,0,0,11,NA,NA,NA,NA,NA,0,11,653,331,322,619,11,0,0502999,23,50.68912710566615,49.31087289433385,0,94.79326186830015,1.6845329249617151,3.522205206738132,NA,NA,NA,NA
