district,school,school_id,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special,year,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate,gpercent_overall,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty
"Aiken County
Public School
District",Jefferson Elementary,0201005,170 Flint Drive,Warrenville,SC,29851,PK-5,526,803-593-7180,www.acpsd.net/JES,Becky Wilson,39,NA,2017,E,38.5,25.2,33.8,30.8,NA,NA,NA,6,NA,NA,NA,50292,NA,NA,0.4,NA,NA,520,240,280,102,331,NA,NA,NA,87,46.15384615384615,53.84615384615385,NA,19.615384615384617,63.653846153846146,16.73076923076923,NA
"Aiken County
Public School
District",Jefferson Elementary,0201005,170 Flint Drive,Warrenville,SC,29851,PK-5,526,803-593-7180,www.acpsd.net/JES,Becky Wilson,39,NA,2018,E,32.8,29.7,35.8,26.7,45.6,NA,25.3,7,94.4,40.5,10,49797,100,40,0.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Jefferson Elementary,0201005,170 Flint Drive,Warrenville,SC,29851,PK-5,526,803-593-7180,www.acpsd.net/JES,Becky Wilson,39,NA,2019,E,42.3,30.3,39.3,28.6,54.4,NA,13.9,7,88.4,41,15,50109,100,35,1,14.7,NA,576,261,315,109,343,NA,0,424,124,45.3125,54.6875,0,18.92361111111111,59.548611111111114,21.52777777777778,73.61111111111111
"Aiken County
Public School
District",Jefferson Elementary,0201005,170 Flint Drive,Warrenville,SC,29851,PK-5,526,803-593-7180,www.acpsd.net/JES,Becky Wilson,39,NA,2021,E,34.6,38.8,34.7,36.8,32.9,NA,36.8,6,83.2,43.298969072165,36.8,51967.21875,100,60,0.8,6.9,NA,546,253,293,110,316,NA,0,395,120,46.336996336996336,53.663003663003664,0,20.146520146520146,57.87545787545788,21.978021978021978,72.34432234432234
"Aiken County
Public School
District",Jefferson Elementary,0201005,170 Flint Drive,Warrenville,SC,29851,PK-5,526,803-593-7180,www.acpsd.net/JES,Becky Wilson,39,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,82.7,38.5,20,51158,100,0,1.9,14.3,NA,576,262,314,107,337,NA,0,408,132,45.48611111111111,54.513888888888886,0,18.57638888888889,58.50694444444444,22.916666666666664,70.83333333333334
"Aiken County
Public School
District",Midland Valley High School,0201006,227 Mustang Drive,Graniteville,SC,29829,9-12,1255,803-593-7100,https://www.acpsd.net/Domain/21,"Sheldon
Higgenbottom",78,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49750,NA,NA,2.8,NA,89.508196721,1380,675,705,404,824,NA,NA,NA,152,48.91304347826087,51.08695652173913,NA,29.275362318840582,59.710144927536234,11.014492753623188,NA
"Aiken County
Public School
District",Midland Valley High School,0201006,227 Mustang Drive,Graniteville,SC,29829,9-12,1255,803-593-7100,https://www.acpsd.net/Domain/21,"Sheldon
Higgenbottom",78,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,84,51.8,15,50341,100,28.000000000000004,3,16.5,88.75739645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Midland Valley High School,0201006,227 Mustang Drive,Graniteville,SC,29829,9-12,1255,803-593-7100,https://www.acpsd.net/Domain/21,"Sheldon
Higgenbottom",78,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,79.5,50.6,28.6,51943,100,25,4,25.5,88.4375,1227,591,636,325,708,NA,0,774,194,48.16625916870416,51.83374083129584,0,26.487367563162184,57.701711491442545,15.810920945395274,63.08068459657702
"Aiken County
Public School
District",Midland Valley High School,0201006,227 Mustang Drive,Graniteville,SC,29829,9-12,1255,803-593-7100,https://www.acpsd.net/Domain/21,"Sheldon
Higgenbottom",78,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,80.4,57.1,23.1,54316,100,26,4.7,29.5,89.547038328,1224,582,642,303,697,NA,0,756,224,47.549019607843135,52.450980392156865,0,24.754901960784316,56.94444444444444,18.30065359477124,61.76470588235294
"Aiken County
Public School
District",Midland Valley High School,0201006,227 Mustang Drive,Graniteville,SC,29829,9-12,1255,803-593-7100,https://www.acpsd.net/Domain/21,"Sheldon
Higgenbottom",78,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,79.3,56.4102564102564,28.6,53984.9864864865,100,100,4.5,20.8,90.661478599,1194,579,615,306,651,NA,0,752,237,48.49246231155779,51.507537688442206,0,25.628140703517587,54.52261306532663,19.849246231155778,62.981574539363486
"Aiken County
Public School
District",Paul Knox Middle School,0201007,1804 Wells Road,North Augusta,SC,29841,6-8,749,803-442-6300,https://www.acpsd.net/PKMS,Paige Day,39,NA,2017,M,40,22.6,36.8,24.3,60.2,18.3,NA,6,NA,NA,NA,50837,NA,NA,0.3,NA,NA,668,315,353,218,386,NA,NA,NA,64,47.1556886227545,52.84431137724551,NA,32.634730538922156,57.784431137724546,9.580838323353294,NA
"Aiken County
Public School
District",Paul Knox Middle School,0201007,1804 Wells Road,North Augusta,SC,29841,6-8,749,803-442-6300,https://www.acpsd.net/PKMS,Paige Day,39,NA,2018,M,43.4,24.8,39.9,26.3,55.5,NA,20.7,7,83,50,12.5,50363,100,0,1.6,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Paul Knox Middle School,0201007,1804 Wells Road,North Augusta,SC,29841,6-8,749,803-442-6300,https://www.acpsd.net/PKMS,Paige Day,39,NA,2019,M,49.2,19.7,42.8,24.7,64.2,NA,15,7,83,44.7,15.8,50603,100,62,0.7,15.1,NA,750,367,383,225,413,NA,0,411,112,48.93333333333334,51.06666666666667,0,30,55.06666666666666,14.933333333333335,54.800000000000004
"Aiken County
Public School
District",Paul Knox Middle School,0201007,1804 Wells Road,North Augusta,SC,29841,6-8,749,803-442-6300,https://www.acpsd.net/PKMS,Paige Day,39,NA,2021,M,44,21.3,32.8,33.3,47.8,NA,26.9,6,85.9,52.0228215767635,25,52854.8529411765,100,100,0.4,8.8,NA,752,354,398,230,410,NA,0,399,112,47.07446808510639,52.92553191489362,0,30.585106382978722,54.52127659574468,14.893617021276595,53.058510638297875
"Aiken County
Public School
District",Paul Knox Middle School,0201007,1804 Wells Road,North Augusta,SC,29841,6-8,749,803-442-6300,https://www.acpsd.net/PKMS,Paige Day,39,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,83.3,55,12.5,53625,100,80,0.1,15,NA,803,390,413,244,440,NA,0,436,119,48.567870485678704,51.43212951432129,0,30.386052303860524,54.794520547945204,14.819427148194272,54.29638854296388
"Aiken County
Public School
District","Langley-Bath-Clearwater
Middle School",0201008,29 Lions Trail,Warrenville,SC,29851,6-8,636,803-593-7260,https://www.acpsd.net/LBC,Casey Rogers,38,NA,2017,M,22.3,39.2,23.1,38.6,34.3,38.4,NA,6,NA,NA,NA,47220,NA,NA,0,NA,NA,566,282,284,104,359,NA,NA,NA,103,49.82332155477032,50.17667844522968,NA,18.374558303886925,63.427561837455826,18.19787985865724,NA
"Aiken County
Public School
District","Langley-Bath-Clearwater
Middle School",0201008,29 Lions Trail,Warrenville,SC,29851,6-8,636,803-593-7260,https://www.acpsd.net/LBC,Casey Rogers,38,NA,2018,M,30.9,35.5,25.3,41.3,38.5,NA,32.9,7,80.8,41.9,15,50041,100,71,0.2,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District","Langley-Bath-Clearwater
Middle School",0201008,29 Lions Trail,Warrenville,SC,29851,6-8,636,803-593-7260,https://www.acpsd.net/LBC,Casey Rogers,38,NA,2019,M,34.7,32.4,30,31.7,51,NA,26.8,7,72,50,23.8,51626,100,62,0.6,25.2,NA,645,303,342,93,409,NA,0,487,143,46.97674418604651,53.02325581395348,0,14.418604651162791,63.410852713178286,22.170542635658915,75.50387596899225
"Aiken County
Public School
District","Langley-Bath-Clearwater
Middle School",0201008,29 Lions Trail,Warrenville,SC,29851,6-8,636,803-593-7260,https://www.acpsd.net/LBC,Casey Rogers,38,NA,2021,M,35.5,29.1,25.1,37.3,47,NA,31.9,6,78.4,57.8947368421053,22.2,54898.0588235294,100,100,0,15.7,NA,642,282,360,110,383,NA,0,455,149,43.925233644859816,56.074766355140184,0,17.133956386292834,59.65732087227414,23.20872274143302,70.87227414330218
"Aiken County
Public School
District","Langley-Bath-Clearwater
Middle School",0201008,29 Lions Trail,Warrenville,SC,29851,6-8,636,803-593-7260,https://www.acpsd.net/LBC,Casey Rogers,38,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,74.1,48.7,10.5,53330,NA,NA,0.6,25.5,NA,651,310,341,105,400,NA,0,461,146,47.61904761904761,52.38095238095239,0,16.129032258064516,61.44393241167435,22.427035330261134,70.81413210445469
"Aiken County
Public School
District","Leavelle Mccampbell
Middle School",0201009,1120 Weldon Way,Graniteville,SC,29829,6-8,604,803-663-4300,https://www.acpsd.net/LMMS,"Dr. Tiffany Turner
Hall",37,NA,2017,M,22.599999999999998,36.5,20.9,35.8,36.3,35.6,NA,6,NA,NA,NA,48476,NA,NA,0.2,NA,NA,583,269,314,187,321,NA,NA,NA,75,46.14065180102916,53.859348198970835,NA,32.075471698113205,55.06003430531733,12.864493996569468,NA
"Aiken County
Public School
District","Leavelle Mccampbell
Middle School",0201009,1120 Weldon Way,Graniteville,SC,29829,6-8,604,803-663-4300,https://www.acpsd.net/LMMS,"Dr. Tiffany Turner
Hall",37,NA,2018,M,29.7,34.3,27,40.4,45.2,NA,28.2,7,82.7,59.4,29.2,51435,100,0,0.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District","Leavelle Mccampbell
Middle School",0201009,1120 Weldon Way,Graniteville,SC,29829,6-8,604,803-663-4300,https://www.acpsd.net/LMMS,"Dr. Tiffany Turner
Hall",37,NA,2019,M,29.9,33,26.5,36.4,43.2,NA,33.3,7,83.2,55,14.3,50226,100,76,0.2,20.3,NA,617,298,319,197,303,NA,0,423,117,48.29821717990275,51.70178282009724,0,31.92868719611021,49.10858995137764,18.962722852512158,68.55753646677472
"Aiken County
Public School
District","Leavelle Mccampbell
Middle School",0201009,1120 Weldon Way,Graniteville,SC,29829,6-8,604,803-663-4300,https://www.acpsd.net/LMMS,"Dr. Tiffany Turner
Hall",37,NA,2021,M,32.7,30.1,19.2,47.8,36.5,NA,31.7,6,85,58.9041095890411,17.6,54509.8,100,100,0,11.2,NA,611,299,312,212,284,NA,0,396,115,48.93617021276596,51.06382978723404,0,34.697217675941076,46.48117839607202,18.821603927986907,64.81178396072012
"Aiken County
Public School
District","Leavelle Mccampbell
Middle School",0201009,1120 Weldon Way,Graniteville,SC,29829,6-8,604,803-663-4300,https://www.acpsd.net/LMMS,"Dr. Tiffany Turner
Hall",37,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,89.1,52.6,5.3,53974,100,76,0.2,17.9,NA,637,303,334,213,298,NA,0,418,126,47.56671899529042,52.43328100470958,0,33.437990580847725,46.781789638932494,19.78021978021978,65.62009419152275
"Aiken County
Public School
District","New Ellenton Middle Steam
Magnet School",0201010,"814 Main Street, South",New Ellenton,SC,29809,6-8,280,803-652-8200,www.acpsd.net/NEMS,Shunte Dugar,19,NA,2017,M,40.1,20.4,33.6,27.6,57.3,17.8,NA,6,NA,NA,NA,48180,NA,NA,1.2,NA,NA,166,83,83,76,62,NA,NA,NA,28,50,50,NA,45.78313253012048,37.34939759036144,16.867469879518072,NA
"Aiken County
Public School
District","New Ellenton Middle Steam
Magnet School",0201010,"814 Main Street, South",New Ellenton,SC,29809,6-8,280,803-652-8200,www.acpsd.net/NEMS,Shunte Dugar,19,NA,2018,M,47.9,21.2,35.8,23,63.6,NA,14.4,7,81.5,56.3,0,49017,100,0,0.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District","New Ellenton Middle Steam
Magnet School",0201010,"814 Main Street, South",New Ellenton,SC,29809,6-8,280,803-652-8200,www.acpsd.net/NEMS,Shunte Dugar,19,NA,2019,M,43.1,22.1,36.5,22.7,59.5,NA,17.4,7,82.6,57.1,0,50400,100,89,0,13.9,NA,196,112,84,75,85,NA,0,138,36,57.14285714285714,42.857142857142854,0,38.265306122448976,43.36734693877551,18.367346938775512,70.40816326530613
"Aiken County
Public School
District","New Ellenton Middle Steam
Magnet School",0201010,"814 Main Street, South",New Ellenton,SC,29809,6-8,280,803-652-8200,www.acpsd.net/NEMS,Shunte Dugar,19,NA,2021,M,46.8,25.4,31.6,29.6,62.1,NA,17.9,6,93.6,59.4594594594595,9.1,54575.4117647059,100,100,0,5.5,NA,276,137,139,83,138,NA,0,168,55,49.63768115942029,50.36231884057971,0,30.07246376811594,50,19.92753623188406,60.86956521739131
"Aiken County
Public School
District","New Ellenton Middle Steam
Magnet School",0201010,"814 Main Street, South",New Ellenton,SC,29809,6-8,280,803-652-8200,www.acpsd.net/NEMS,Shunte Dugar,19,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,85.1,52.9,0,52767,100,1,0.7,12,NA,268,141,127,90,122,NA,0,173,56,52.61194029850746,47.38805970149254,0,33.582089552238806,45.52238805970149,20.8955223880597,64.55223880597015
"Aiken County
Public School
District","North Augusta Middle
School",0201011,"725 Old Edgefield
Road",North Augusta,SC,29841,6-8,597,803-442-6200,https://www.acpsd.net/NAMS,Kimbra Meek,33,NA,2017,M,38.599999999999994,19.3,39.3,21.8,60,17.3,NA,6,NA,NA,NA,50029,NA,NA,0.2,NA,NA,625,317,308,209,346,NA,NA,NA,70,50.72,49.28,NA,33.44,55.36,11.200000000000001,NA
"Aiken County
Public School
District","North Augusta Middle
School",0201011,"725 Old Edgefield
Road",North Augusta,SC,29841,6-8,597,803-442-6200,https://www.acpsd.net/NAMS,Kimbra Meek,33,NA,2018,M,43.1,22.3,37.9,34.6,60.4,NA,16.1,7,85.5,55.6,13,51076,100,51,0,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District","North Augusta Middle
School",0201011,"725 Old Edgefield
Road",North Augusta,SC,29841,6-8,597,803-442-6200,https://www.acpsd.net/NAMS,Kimbra Meek,33,NA,2019,M,47.5,21.1,37,32.8,63,NA,18.7,7,81.1,48.6,22.2,49531,100,53,0.2,10.2,NA,632,267,365,203,293,NA,0,335,136,42.24683544303797,57.75316455696202,0,32.120253164556964,46.360759493670884,21.518987341772153,53.00632911392405
"Aiken County
Public School
District","North Augusta Middle
School",0201011,"725 Old Edgefield
Road",North Augusta,SC,29841,6-8,597,803-442-6200,https://www.acpsd.net/NAMS,Kimbra Meek,33,NA,2021,M,45.9,26.2,35.7,32,54,NA,25.4,6,81.6,46.6463414634146,15.4,52140.4285714286,100,100,0,9.1,NA,600,295,305,193,277,NA,0,310,130,49.166666666666664,50.83333333333333,0,32.166666666666664,46.166666666666664,21.666666666666668,51.66666666666667
"Aiken County
Public School
District","North Augusta Middle
School",0201011,"725 Old Edgefield
Road",North Augusta,SC,29841,6-8,597,803-442-6200,https://www.acpsd.net/NAMS,Kimbra Meek,33,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,82.2,46.9,33.3,51106,31,39,0,12.4,NA,629,296,333,193,284,NA,0,313,152,47.05882352941176,52.94117647058824,0,30.683624801271858,45.151033386327505,24.165341812400637,49.76152623211447
"Aiken County
Public School
District",North Augusta High School,0201012,"2000 Knobcone
Avenue",North Augusta,SC,29841,9-12,1573,803-442-6100,https://www.acpsd.net/Domain/23,John Murphy,86,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50802,NA,NA,3,NA,89.50617284,1465,703,762,518,811,NA,NA,NA,136,47.98634812286689,52.01365187713311,NA,35.358361774744026,55.358361774744026,9.283276450511945,NA
"Aiken County
Public School
District",North Augusta High School,0201012,"2000 Knobcone
Avenue",North Augusta,SC,29841,9-12,1573,803-442-6100,https://www.acpsd.net/Domain/23,John Murphy,86,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,89.8,49.4,8.5,51263,100,100,3.6,13.7,89.304812834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",North Augusta High School,0201012,"2000 Knobcone
Avenue",North Augusta,SC,29841,9-12,1573,803-442-6100,https://www.acpsd.net/Domain/23,John Murphy,86,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,89.9,56.3,12.5,53533,100,76,2.7,18.6,90.807799443,1398,692,706,408,786,NA,0,631,204,49.49928469241774,50.500715307582254,0,29.184549356223176,56.22317596566524,14.592274678111588,45.13590844062947
"Aiken County
Public School
District",North Augusta High School,0201012,"2000 Knobcone
Avenue",North Augusta,SC,29841,9-12,1573,803-442-6100,https://www.acpsd.net/Domain/23,John Murphy,86,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,88.8,61.7,7.9,57006,100,0,2.8,21.1,92.200557103,1510,724,786,458,798,NA,0,655,254,47.94701986754967,52.05298013245033,0,30.33112582781457,52.847682119205295,16.821192052980134,43.377483443708606
"Aiken County
Public School
District",North Augusta High School,0201012,"2000 Knobcone
Avenue",North Augusta,SC,29841,9-12,1573,803-442-6100,https://www.acpsd.net/Domain/23,John Murphy,86,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,90.2,62.7906976744186,12.1,56791.95,100,100,1.4,12.1,91.002570694,1554,742,812,477,771,NA,0,723,306,47.74774774774775,52.25225225225225,0,30.694980694980696,49.61389961389961,19.69111969111969,46.52509652509653
"Aiken County
Public School
District","Wagener-Salley High
School",0201015,"272 Main Street
(South)",Wagener,SC,29164,9-12,268,803-564-1100,https://www.acpsd.net/Domain/24,"Rasheem L.
Neloms Sr.",23,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48726,NA,NA,5.2,NA,89.230769231,263,125,138,138,116,NA,NA,NA,9,47.52851711026616,52.47148288973384,NA,52.47148288973384,44.106463878327,3.4220532319391634,NA
"Aiken County
Public School
District","Wagener-Salley High
School",0201015,"272 Main Street
(South)",Wagener,SC,29164,9-12,268,803-564-1100,https://www.acpsd.net/Domain/24,"Rasheem L.
Neloms Sr.",23,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,82.2,50,9.1,51145,100,95,4.7,18,85.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District","Wagener-Salley High
School",0201015,"272 Main Street
(South)",Wagener,SC,29164,9-12,268,803-564-1100,https://www.acpsd.net/Domain/24,"Rasheem L.
Neloms Sr.",23,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,77.2,57.7,22.2,51370,100,0,3.7,28,92.537313433,261,126,135,115,129,NA,0,184,17,48.275862068965516,51.724137931034484,0,44.06130268199234,49.42528735632184,6.513409961685824,70.49808429118774
"Aiken County
Public School
District","Wagener-Salley High
School",0201015,"272 Main Street
(South)",Wagener,SC,29164,9-12,268,803-564-1100,https://www.acpsd.net/Domain/24,"Rasheem L.
Neloms Sr.",23,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,84.2,57.7,11.1,55053,NA,NA,4.1,28.4,96.363636364,271,134,137,127,131,NA,0,196,13,49.44649446494465,50.55350553505535,0,46.86346863468634,48.33948339483395,4.797047970479705,72.32472324723247
"Aiken County
Public School
District","Wagener-Salley High
School",0201015,"272 Main Street
(South)",Wagener,SC,29164,9-12,268,803-564-1100,https://www.acpsd.net/Domain/24,"Rasheem L.
Neloms Sr.",23,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,81.4,56.5217391304348,0,56762.05,100,100,5.6,16.3,87.272727273,264,134,130,115,131,NA,0,190,18,50.75757575757576,49.24242424242424,0,43.56060606060606,49.621212121212125,6.8181818181818175,71.96969696969697
"Aiken County
Public School
District",Aiken Elementary School,0201016,2050 Pine Log Road,Aiken,SC,29803,PK-5,608,8036412740,http://www.acpsd.net/AES,Cindy Hewitt,48,NA,2017,E,43.3,21.1,53.599999999999994,17.5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,2.2,NA,NA,830,401,429,398,369,NA,NA,NA,63,48.31325301204819,51.68674698795181,NA,47.95180722891566,44.45783132530121,7.590361445783132,NA
"Aiken County
Public School
District",Aiken Elementary School,0201016,2050 Pine Log Road,Aiken,SC,29803,PK-5,608,8036412740,http://www.acpsd.net/AES,Cindy Hewitt,48,NA,2018,E,46.1,22.1,50.9,21.1,52.2,NA,18.4,7,83.8,62.7,10.3,51557,100,37,3.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Aiken Elementary School,0201016,2050 Pine Log Road,Aiken,SC,29803,PK-5,608,8036412740,http://www.acpsd.net/AES,Cindy Hewitt,48,NA,2019,E,53.8,23.8,54.6,18.8,55.6,NA,21.8,7,88.1,61.2,7.4,53493,100,34,3.2,11.2,NA,732,332,400,359,302,NA,0,500,71,45.3551912568306,54.644808743169406,0,49.04371584699454,41.2568306010929,9.699453551912567,68.30601092896174
"Aiken County
Public School
District",Aiken Elementary School,0201016,2050 Pine Log Road,Aiken,SC,29803,PK-5,608,8036412740,http://www.acpsd.net/AES,Cindy Hewitt,48,NA,2021,E,42.1,31.7,35.9,37.1,36.8,NA,32.2,6,87,55.8823529411765,0,56889.7,100,85,1.6,7.2,NA,595,254,341,279,239,NA,0,386,77,42.6890756302521,57.310924369747895,0,46.890756302521005,40.168067226890756,12.941176470588237,64.87394957983193
"Aiken County
Public School
District",Aiken Elementary School,0201016,2050 Pine Log Road,Aiken,SC,29803,PK-5,608,8036412740,http://www.acpsd.net/AES,Cindy Hewitt,48,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,88.4,65.3,3.8,57086,100,100,3.4,10.1,NA,692,307,385,331,282,NA,0,451,79,44.36416184971098,55.63583815028902,0,47.832369942196536,40.7514450867052,11.416184971098266,65.17341040462428
"Aiken County
Public School
District",Kennedy Middle School,0201017,"274 E. Pine Log
Road",Aiken,SC,29803,6-8,689,803-641-2470,www.acpsd.net/kms,Ryan Ashley,37,NA,2017,M,48.7,17.1,44.2,19.9,57.1,19.1,NA,6,NA,NA,NA,53609,NA,NA,0.4,NA,NA,891,428,463,268,526,NA,NA,NA,97,48.035914702581366,51.96408529741863,NA,30.07856341189675,59.0347923681257,10.886644219977553,NA
"Aiken County
Public School
District",Kennedy Middle School,0201017,"274 E. Pine Log
Road",Aiken,SC,29803,6-8,689,803-641-2470,www.acpsd.net/kms,Ryan Ashley,37,NA,2018,M,47.6,22.5,42.7,25.6,59.5,NA,19.3,7,84.9,48.9,14.3,54834,100,38,0,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District",Kennedy Middle School,0201017,"274 E. Pine Log
Road",Aiken,SC,29803,6-8,689,803-641-2470,www.acpsd.net/kms,Ryan Ashley,37,NA,2019,M,47.3,22.1,44,28.9,60.1,NA,18.2,7,84.9,48.8,19,54172,100,42,0.1,15.4,NA,849,427,422,266,470,NA,0,414,113,50.294464075382805,49.705535924617195,0,31.330977620730273,55.35924617196702,13.30977620730271,48.76325088339223
"Aiken County
Public School
District",Kennedy Middle School,0201017,"274 E. Pine Log
Road",Aiken,SC,29803,6-8,689,803-641-2470,www.acpsd.net/kms,Ryan Ashley,37,NA,2021,M,41.4,28.6,27.4,41.2,25,NA,37.5,6,82.4,53.2786885245902,20,53961.2571428571,100,100,0.4,10.3,NA,700,351,349,224,350,NA,0,402,126,50.142857142857146,49.857142857142854,0,32,50,18,57.42857142857143
"Aiken County
Public School
District",Kennedy Middle School,0201017,"274 E. Pine Log
Road",Aiken,SC,29803,6-8,689,803-641-2470,www.acpsd.net/kms,Ryan Ashley,37,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,78.7,44.7,21.4,54960,100,100,0,14.8,NA,696,335,361,220,353,NA,0,371,123,48.13218390804598,51.86781609195402,0,31.60919540229885,50.7183908045977,17.67241379310345,53.304597701149426
"Aiken County
Public School
District","Belvedere Elementary
School",0201019,201 Rhomboid Place,Belvedere,SC,29841,PK-5,603,803-442-6330,https://www.acpsd.net/Domain/27,Allyson Long,41,NA,2017,E,45.2,17.4,51.1,17.4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0.7,NA,NA,633,322,311,230,358,NA,NA,NA,45,50.86887835703001,49.13112164296998,NA,36.334913112164294,56.55608214849921,7.109004739336493,NA
"Aiken County
Public School
District","Belvedere Elementary
School",0201019,201 Rhomboid Place,Belvedere,SC,29841,PK-5,603,803-442-6330,https://www.acpsd.net/Domain/27,Allyson Long,41,NA,2018,E,45.8,19.1,53.8,16,60.4,NA,5.2,7,83.7,65.8,14.3,51939,100,28.999999999999996,1.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken County
Public School
District","Belvedere Elementary
School",0201019,201 Rhomboid Place,Belvedere,SC,29841,PK-5,603,803-442-6330,https://www.acpsd.net/Domain/27,Allyson Long,41,NA,2019,E,55.4,12.6,63.9,14.1,67.1,NA,12.2,7,90.1,65.8,13,52503,100,32,3.9,13.9,NA,596,302,294,161,345,NA,0,380,90,50.671140939597315,49.328859060402685,0,27.01342281879195,57.88590604026845,15.100671140939598,63.758389261744966
