district,district_alt,district_id,school,school_id,type,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special
"Beaufort County
School District",Beaufort 01,0701999,Coosa Elementary School,0701025,E,45 Middle Road,Beaufort,SC,29907,PK-5,453,843-322-6100,https://ces.beaufortschools.net/,Melissa Pender,35,NA
"Beaufort County
School District",Beaufort 01,0701999,"H. E. Mccracken Middle
School",0701026,M,"250 H. E. McCracken
Cir",Bluffton,SC,29910,6-8,935,843-706-8700,https://hemms.beaufortschools.net/,Lindsey Skirtich,64,NA
"Beaufort County
School District",Beaufort 01,0701999,"Whale Branch Middle
School",0701027,M,2009 Trask Parkway,Seabrook,SC,29940,5-8,358,8434663000,https://wbms.beaufortschools.net/,"Freddie Lawton,
Jr.",29,NA
"Beaufort County
School District",Beaufort 01,0701999,Beaufort Middle School,0701028,M,"2501 MOSSY OAKS
ROAD",BEAUFORT,SC,29902,6-8,461,843-322-5700,https://bms.beaufortschools.net/,"ALVILDA
GRAHAM",35,NA
"Beaufort County
School District",Beaufort 01,0701999,Okatie Elementary,0701029,E,53 cherry point road,okatie,SC,29909,PK-5,563,8433227700,https://oes.beaufortschools.net/,jamie a pinckney,46,NA
"Beaufort County
School District",Beaufort 01,0701999,Bluffton High School,0701030,H,"12 He McCracken
Circle",Bluffton,SC,29910,9-12,1289,8437068800,"https://blhs.beaufortschools.net/
",Denise S. Donica,84,NA
"Beaufort County
School District",Beaufort 01,0701999,"Hilton Head Island
Elementary School For The
Creative Arts",0701032,E,10 Bus Drive,Hilton Head Island,SC,29926,PK-5,594,843-342-4380,https://hhisca.beaufortschools.net/,Pamela Lucas,53,NA
"Beaufort County
School District",Beaufort 01,0701999,"Hilton Head Island
Elementary School",0701033,E,30 School Road,Hilton Head Island,SC,29926,1-5,769,8433424100,https://hhie.beaufortschools.net/,Dr. Sarah L. Owen,78,NA
"Beaufort County
School District",Beaufort 01,0701999,Red Cedar Elementary,0701034,E,10 Box Elder Street,Bluffton,SC,29910,PK-5,572,8437070700,rces.beaufortschools.net,"Dr. Kathleen
Corley",57,NA
"Beaufort County
School District",Beaufort 01,0701999,Bluffton Middle School,0701035,M,30 New Mustang Drive,Bluffton,SC,29910,6-8,823,843-707-0700,https://blms.beaufortschools.net/,Matthew Hall,61,NA
"Beaufort County
School District",Beaufort 01,0701999,"Whale Branch Early
College High School",0701036,H,169 Detour Road,Seabrook,SC,29940,9-12,438,8434662700,https://wbechs.beaufortschools.net/,Mona Dickson,36,NA
"Beaufort County
School District",Beaufort 01,0701999,"Pritchardville Elementary
School",0701037,E,9447 Evan Way,Bluffton,SC,29910,PK-5,881,8437070500,https://pves.beaufortschools.net/,Brenda Blue,67,NA
"Beaufort County
School District",Beaufort 01,0701999,River Ridge Academy,0701038,E,"3050 River Ridge
Drive",Bluffton,SC,29910,PK-8,1089,(843) 836-4600,https://rra.beaufortschools.net/,Brian R. Ryman,79,NA
"Beaufort County
School District",Beaufort 01,0701999,May River High,0701039,H,601 New Riverside Rd,Bluffton,SC,29910,9-12,1478,843-836-4900,mrhs.beaufortschools.net,"Joseph T.
Bornscheuer",93,NA
"Beaufort County
School District",Beaufort 01,0701999,"Robert Smalls International
Academy",0701040,E,43 W.K. Alston,Beaufort,SC,29906,PK-8,644,843-322-2500,https://rsia.beaufortschools.net/,"Dr. Celestine
LaVan",66,NA
"Beaufort County
School District",Beaufort 01,0701999,Riverview Charter School,0701601,E,81 Savannah Highway,Beaufort,SC,29906,K-8,691,843-379-0123,www.RiverviewCharterSchool.org,Alison H. Thomas,53,charter
"Berkeley County
School District",Berkeley 01,0801999,Stratford High,0801001,H,951 Crowfield Blvd.,Goose Creek,SC,29445,9-12,2395,843-820-4000,https://www.bcsdschools.net/Domain/44,Heather Taylor,140,NA
"Berkeley County
School District",Berkeley 01,0801999,Berkeley High,0801002,H,406 W. Main Street,Moncks Corner,SC,29461,9-12,1801,843-899-8800,www.bcsdschools.net/BHS,Steven Steele,103,NA
"Berkeley County
School District",Berkeley 01,0801999,Cross High School,0801006,H,1293 Old Hwy. 6,Cross,SC,29436,7-12,300,843-899-8900,"https://www.bcsdschools.net/Domain/333
",Alicia Pressley,25,NA
"Berkeley County
School District",Berkeley 01,0801999,Goose Creek High,0801007,H,1137 Red Bank Road,Goose Creek,SC,29445,9-12,1860,843-553-5300,https://www.bcsdschools.net/Domain/25,"Shameka
Washington",119,NA
"Berkeley County
School District",Berkeley 01,0801999,Hanahan High,0801008,H,6015 Murray Dr.,Hanahan,SC,29410,9-12,961,843-820-3710,https://www.bcsdschools.net/HHS,Thomas Gallus,62,NA
"Berkeley County
School District",Berkeley 01,0801999,Berkeley Middle School,0801012,M,"320 North Live Oak
Drive",Moncks Corner,SC,29461,6-8,1448,843-899-8840,https://www.bcsdschools.net/Domain/12,Mike Wilkerson,79,NA
"Berkeley County
School District",Berkeley 01,0801999,"Boulder Bluff Elementary
School",0801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,643,843-553-1223,https://www.bcsdschools.net/BBE,Andrea Salters,46,NA
"Berkeley County
School District",Berkeley 01,0801999,Cainhoy Elementary School,0801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,171,843-899-8975,www.bcsdschools.net\che,LaWanda Glears,12,NA
"Berkeley County
School District",Berkeley 01,0801999,Cross Elementary,0801016,E,1325 Ranger Drive,Cross SC,SC,29436,PK-6,332,843-899-8916,CES@bcsdschools.net,"Carolyn
Myers-Gillens",23,NA
"Berkeley County
School District",Berkeley 01,0801999,"College Park Elementary
School",0801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,852,843-797-2711,https://www.bcsdschools.net/CPE,Amanda Prince,62,NA
"Berkeley County
School District",Berkeley 01,0801999,J. K. Gourdin Elementary,0801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,103,843-567-3787,bcsdschools.net/JKE,"Dr. Theodore
Prioleau",9,NA
"Berkeley County
School District",Berkeley 01,0801999,Hanahan Middle,0801021,M,5815 Murray Drive,Hanahan,SC,29410,6-8,806,843-820-3800,https://www.bcsdschools.net/Domain/30,Robin Rogers,50,NA
"Berkeley County
School District",Berkeley 01,0801999,Westview Middle School,0801022,M,101 Westview Blvd.,Goose Creek,SC,29445,6-8,946,843-572-1700,wvm@bcsdschools.net,Sharon Perry,55,NA
"Berkeley County
School District",Berkeley 01,0801999,H. E. Bonner Elementary,0801024,E,"171 Macedonia Foxes
Circle",Moncks Corner,SC,29461,PK-5,644,843-899-8950,https://www.bcsdschools.net/Domain/27,Melissa Willis,43,NA
"Berkeley County
School District",Berkeley 01,0801999,Sedgefield Middle School,0801027,M,"131 Charles B. Gibson
Blvd.",Goose Creek,SC,29445,6-8,1077,843-797-2620,https://www.bcsdschools.net/Domain/41,Heather C. Ducker,65,NA
"Berkeley County
School District",Berkeley 01,0801999,St. Stephen Elementary,0801028,E,1053 Russellville Road,St. Stephen,SC,29479,PK-5,323,843-567-2813,sse@bcsdschools.net,Elaine Graham,24,NA
"Berkeley County
School District",Berkeley 01,0801999,St. Stephen Middle School,0801029,M,225 Carolina Drive,St. Stephen,SC,29479,6-8,229,843-567-3128,https://www.bcsdschools.net/SSM,Brenda K. Fleming,19,NA
"Berkeley County
School District",Berkeley 01,0801999,"Whitesville Elementary
School",0801030,E,324 Gaillard Road,Moncks Corner,SC,29461,PK-5,891,843-899-8880,https://www.bcsdschools.net/Domain/22,Katie Taie,55,NA
"Berkeley County
School District",Berkeley 01,0801999,"Westview Elementary
School",0801031,E,"100 Westview
Boulevard",Goose Creek,SC,29445,3-5,533,843-797-2992,https://www.bcsdschools.net/Domain/46,Shawn Wimmer,31,NA
"Berkeley County
School District",Berkeley 01,0801999,College Park Middle,0801032,M,"713 College Park
MIddle",Ladson,SC,29456,6-8,842,843-553-8300,cpm@bcsdschools.net,Ingrid Dukes,49,NA
"Berkeley County
School District",Berkeley 01,0801999,"Marrington Elementary
School",0801033,E,101 Gearing St.,Goose Creek,SC,29445,PK-5,428,843-572-3373,https://www.bcsdschools.net/Domain/34,"Jennifer S.
Thielmann",32,NA
"Berkeley County
School District",Berkeley 01,0801999,"Marrington Middle School
Of The Arts",0801034,M,109 Gearing Street,Goose Creek,SC,29445,6-8,392,843-572-0313,https://www.bcsdschools.net/mnm,Dara Harrop,25,NA
"Berkeley County
School District",Berkeley 01,0801999,"Howe Hall Arts Infused
Magnet School",0801036,E,115 Howe Hall Road,Goose Creek,SC,29445,K-5,418,843-820-3899,hhtp://www.bcsdschools.net/hha,"Christopher D.
Swetckie",24,NA
"Berkeley County
School District",Berkeley 01,0801999,Macedonia Middle,0801037,M,"200 Macedonia Foxes
Circle",Moncks Corner,SC,29461,6-8,353,843-899-8940,http://bcsdschools.net/MMS,Donald Walton,25,NA
"Berkeley County
School District",Berkeley 01,0801999,"Sangaree Intermediate
School",0801038,E,"201 School House
Lane","Summerville, South
Carolina",SC,29483,3-5,591,843-820-3850,http:www.bcsdschools.net,Angel Siegling,31,NA
"Berkeley County
School District",Berkeley 01,0801999,"Devon Forest Elementary
School",0801039,E,"1127 DOROTHY
STREET",GOOSE CREEK,SC,29445,PK-5,976,843-820-3880,https://www.bcsdschools.net/Domain/24,"CRISTEN
MITCHUM",61,NA
"Berkeley County
School District",Berkeley 01,0801999,Mount Holly Elementary,0801040,E,225 Garwood Rd.,Goose Creek,SC,29445,PK-5,564,843-820-4090,https://www.bcsdschools.net/Domain/40,"Dr. Creighton
Eddings",39,NA
"Berkeley County
School District",Berkeley 01,0801999,"Berkeley Intermediate
School",0801041,E,"777 Stoney Landing
Road",Moncks Corner,SC,29461,"PK,3-5",608,843-899-8870,Berkeley.k12.sc.us/Berkeley Intermediate.cfm,Michael Shaw,31,NA
"Berkeley County
School District",Berkeley 01,0801999,Timberland High School,0801043,H,1418 Gravel Hill Road,St. Stephen,SC,29479,9-12,597,843-567-8110,https://www.bcsdschools.net/Domain/45,Tim W. Evans,47,NA
"Berkeley County
School District",Berkeley 01,0801999,"Hanahan Elementary
School",0801044,E,4000 Mabeline Rd.,Hanahan,SC,29410,PK-5,1030,843-553-3290,https://www.bcsdschools.net/Domain/28,Stephanie Mitchell,65,NA
"Berkeley County
School District",Berkeley 01,0801999,Goose Creek Elementary,0801046,E,"200 Foster Creek
Road",Goose Creek,SC,29445,PK-5,911,843-820-8008,https://www.bcsdschools.net/Domain/26,Kathy Sullivan,69,NA
"Berkeley County
School District",Berkeley 01,0801999,Sangaree Middle School,0801047,M,1050 Discovery Drive,Ladson,SC,29456,6-8,830,843-821-4028,www.bcsdschools.net/SRM,Margaret Day,49,NA
"Berkeley County
School District",Berkeley 01,0801999,Daniel Island School,0801048,E,"2365 Daniel Island
Drive",Charleston,SC,29492,PK-8,1118,843-471-2301,https://www.bcsdschools.net/Domain/23,Nancy Leigh,72,NA
"Berkeley County
School District",Berkeley 01,0801999,Cane Bay High School,0801049,H,1624 State Road,Summerville,SC,29486,9-12,1928,843-899-8786,http://bcsdschools.net/CBH,Tim McDowell,114,NA
"Berkeley County
School District",Berkeley 01,0801999,"Cane Bay Elementary
School",0801050,E,"1247 Cane Bay
Boulevard",Summerville,SC,29486,PK-4,1220,843-899-5100,https://www.bcsdschools.net/Domain/16,Melissa LaBerge,72,NA
"Berkeley County
School District",Berkeley 01,0801999,"Berkeley County Middle
College High",0801051,H,"1001 South Live Oak
Drive",Moncks Corner,SC,29461,11-12,115,843-899-8111,https://www.bcsdschools.net/BMC,Dr. Dawn M. Smith,4,NA
"Berkeley County
School District",Berkeley 01,0801999,Cane Bay Middle School,0801052,M,"1175 Cane Bay
Boulevard",Summerville,SC,29486,5-8,1381,843-899-1857,https://www.bcsdschools.net/CBM,"Carol
Beckmann-Bartlett",78,NA
"Berkeley County
School District",Berkeley 01,0801999,Nexton Elementary,0801053,E,200 Scholars Way,Summerville,SC,29463,PK-5,909,843-900-3222,https://www.bcsdschools.net/Domain/334,Tina Y. Hoots,59,NA
"Berkeley County
School District",Berkeley 01,0801999,Philip Simmons Elementary,0801054,E,"2095 Seven Sticks
Drive",Wando,SC,29492,PK-4,431,843-471-2580,https://www.bcsdschools.net/Domain/4852,La Toya Q. King,30,NA
"Berkeley County
School District",Berkeley 01,0801999,"Philip Simmons Middle
School",0801055,M,"2065 Seven Sticks
Drive",Wando,SC,29492,5-8,414,843-471-2590,www.bcsdschools.net/psm,Charla Groves,29,NA
"Berkeley County
School District",Berkeley 01,0801999,"Philip Simmons High
School",0801056,H,3080 River Village Dr.,Charleston,SC,29492,9-12,648,843-471-2960,https://www.bcsdschools.net/Domain/5507,Chris Buchholz,46,NA
"Berkeley County
School District",Berkeley 01,0801999,"Bowen's Corner
Elementary",0801057,E,1173 Williams Lane,Hanahan,SC,29410,PK-5,725,843-572-5567,bcsdschools.net/bce,John Spagnolia,45,NA
"Berkeley County
School District",Berkeley 01,0801999,"Foxbank Elementary
School",0801058,E,"169 Foxbank
Plantation Boulevard",Moncks Corner,SC,29461,PK-5,959,843-761-1120,https://www.bcsdschools.net/Domain/6721,"Natalie S.
Lockliear",58,NA
"Calhoun County
Schools",Calhoun 01,0901999,"Calhoun County High
School",0901001,H,150 Saints Avenue,St. Matthews,SC,29135,9-12,418,803-874-3071,cchs.ccpsoline.net,Mr. Milton Howard,28,NA
"Calhoun County
Schools",Calhoun 01,0901999,Sany Run School,0901008,E,450 Old Swamp Road,Swansea,SC,29160,PK-8,570,803-655-2746,srs.ccpsoline.net,"Mrs. Marisa
Vickers",45,NA
"Calhoun County
Schools",Calhoun 01,0901999,St. Matthews K8,0901009,E,135 Saints Avenue,St. Matthews,SC,91635,PK-8,602,803-655-2750,smk8.ccpsline.net,Dr. Treda Keith,46,NA
"Charleston
County School
District",Charleston 01,1001999,"Baptist Hill Middle High
School",1001001,H,5117 Baptist Hill Road,Hollywood,SC,29449,6-12,583,843-889-2276,https://www.ccsdschools.com/Domain/13,Dale Metzger,46,NA
"Charleston
County School
District",Charleston 01,1001999,North Charleston High,1001002,H,"1087 East Montague
Avenue",North Charleston,SC,29405,9-12,736,843-745-7140,"https://www.ccsdschools.com/Domain/72
",Henry E. Darby,86,NA
"Charleston
County School
District",Charleston 01,1001999,Burke High,1001010,H,244 President Street,Charleston,SC,29403,9-12,379,843-579-4815,burke.ccsdschools.com,Cheryl Swinton,58,NA
"Charleston
County School
District",Charleston 01,1001999,Wando High,1001014,H,1000 Warrior Way,Mount Pleasant,SC,29466,9-12,3330,843-881-8200,ccsdschools.com/wandohigh,"Dr. Sherry M.
Eppelsheimer",176,NA
"Charleston
County School
District",Charleston 01,1001999,Military Magnet Academy,1001018,H,2950 Carner Avenue,North Charleston,SC,29405,6-12,483,843-745-7102,"https://www.ccsdschools.com/militarymagnet
","Dr. Robert L.
Perrineau, Jr.",39,NA
"Charleston
County School
District",Charleston 01,1001999,St. Johns High,1001020,H,1518 Main Road,Johns Island,SC,29455,9-12,377,843-559-6400,https://www.ccsdschools.com/stjohns,Stephen Larson,27,NA
"Charleston
County School
District",Charleston 01,1001999,R.B. Stall High,1001022,H,"3625 Ashley
Phosphate Rd.",North Charleston,SC,29418,9-12,1706,843-764-2200,https://www.ccsdschools.com/stall,Jeremy Carrick,110,NA
"Charleston
County School
District",Charleston 01,1001999,Northwoods Middle,1001030,M,7763 Northside Drive,North Charleston,SC,29420,6-8,883,843-764-2212,https://www.ccsdschools.com/northwoods,Colleen Knauer,63,NA
"Charleston
County School
District",Charleston 01,1001999,Chicora Elementary,1001033,E,3100 Carner Ave.,North Charleston,SC,29405,1-5,332,843-746-2210,chicora.ccsdschools.com,Deborah J. Smith,41,NA
"Charleston
County School
District",Charleston 01,1001999,A.C. Corcoran Elementary,1001036,E,8585 Vistavia Road,North Charleston,SC,29406,PK-5,692,843-764-2218,https://www.ccsdschools.com/corcoran,Quenetta G. White,50,NA
"Charleston
County School
District",Charleston 01,1001999,Jane Edwards Elementary,1001039,E,"1960 Jane Edwards
Road",Edisto Island,SC,29428,PK-6,69,843-869-2124,https://www.ccsdschools.com/janeedwards,Jarmalar Logan,11,NA
"Charleston
County School
District",Charleston 01,1001999,W.B. Goodwin Elementary,1001042,E,5501 Dorchester Road,North Charleston,SC,29418,PK-5,380,843-767-5911,ccsdschools.com/goodwin,Natasha Jones,34,NA
"Charleston
County School
District",Charleston 01,1001999,Harbor View Elementary,1001043,E,"1576 Harbor View
Road",Charleston,SC,29412,PK-5,624,843-762-2749,https://www.ccsdschools.com/harborview,Mark Connors,45,NA
"Charleston
County School
District",Charleston 01,1001999,Haut Gap Middle School,1001044,M,1861 Bohicket Rd.,Johns Island,SC,29455,6-8,498,843-559-6418,https://www.ccsdschools.com/hautgap,"J Travis
Benintendo",37,NA
"Charleston
County School
District",Charleston 01,1001999,Minnie Hughes Elementary,1001045,E,8548 Willtown Road,Hollywood,SC,29449,PK-5,169,(843-889-2946),minniehughes.ccsdschools.com,Cindy Smalls,17,NA
"Charleston
County School
District",Charleston 01,1001999,Hunley Park Elementary,1001046,E,1000 Michigan Avenue,North Charleston,SC,29404,PK-5,402,843-767-5914,https://www.ccsdschools.com/hunleypark,"Dr. Katchia
Gethers",36,NA
"Charleston
County School
District",Charleston 01,1001999,Ladson Elementary,1001050,E,3321 Ladson Rd.,Ladson,SC,29456,PK-5,843,843-764-2225,https://www.ccsdschools.com/Domain/48,Janet Brown,65,NA
"Charleston
County School
District",Charleston 01,1001999,Laing Middle,1001051,M,"2705 Bulrush Basket
Lane",Mounty Pleasant,SC,29466,6-8,1051,843-849-2809,http://laing.ccsdschools.com/,"James Whitehair
Jr.",67,NA
"Charleston
County School
District",Charleston 01,1001999,Lambs Elementary,1001052,E,6800 Dorchester Road,North Charleston,SC,29418,PK-5,344,843-767-5900,https://www.ccsdschools.com/lambs,Jamie McCarthy,32,NA
"Charleston
County School
District",Charleston 01,1001999,"St. James Santee
Elementary-Middle",1001056,E,"8900 North Highway
17",McClellanville,SC,29458,PK-8,212,843-723-0863,stjames@ccsdschools.com,LaCarma McMilan,19,NA
"Charleston
County School
District",Charleston 01,1001999,Memminger Elementary,1001057,E,20 Beaufain Street,Charleston,SC,29401,PK-5,312,843-724-7778,https://www.memminger.ccsdschools.com/,Dottie Brown,39,NA
"Charleston
County School
District",Charleston 01,1001999,E.B. Ellington Elementary,1001059,E,"5540 Old Jacksonboro
Road",Ravenel,SC,29470,PK-5,315,843-889-9411,https://www.ccsdschools.com/ellington,James E. Dallas,32,NA
"Charleston
County School
District",Charleston 01,1001999,Mitchell Elementary,1001060,E,2 Perry Street,Charleston,SC,29403,PK-5,265,843-724-7261,https://www.ccsdschools.com/Domain/63,Amber Sainz,28,NA
"Charleston
County School
District",Charleston 01,1001999,Jennie Moore Elementary,1001061,E,"2725 Bulrush Basket
Lane",Mt. Pleasant,SC,29466,PK-5,951,843-849-2815,ccsdschools.com/jenniemoore,Karen Felder,63,NA
"Charleston
County School
District",Charleston 01,1001999,Morningside Middle,1001062,M,1999 Singley Lane,North Charleston,SC,29405,6-8,693,843-745-2000,https://www.ccsdschools.com/morningside,Michael White,56,NA
"Charleston
County School
District",Charleston 01,1001999,Mt. Pleasant Academy,1001063,E,605 Center Street,Mount Pleasant,SC,29464,PK-5,550,843-849-2826,https://www.ccsdschools.com/mtpleasant,Kim Jackson,40,NA
"Charleston
County School
District",Charleston 01,1001999,Moultrie Middle,1001065,M,645 Coleman Blvd,Mount Pleasant,SC,29464,6-8,982,843-849-2819,https://www.ccsdschools.com/moultrie,Charles Coker,54,NA
"Charleston
County School
District",Charleston 01,1001999,Murray-Lasaine Montessori,1001066,E,691 Riverland Dr.,Charleston,SC,29412,PK-8,378,843-762-2765,https://www.ccsdschools.com/murraylasaine,Meredith Wallace,26,NA
"Charleston
County School
District",Charleston 01,1001999,"North Charleston
Elementary",1001067,E,4921 Durant Ave,North Charleston,SC,29405,PK-5,350,(843) 745-7107,https://www.ccsdschools.com/Domain/71,"Melissa L
Brubaker",36,NA
