district_x,school_x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district_y,school_y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,lat,lon
Aiken County Public School District,Ridge Spring-Monetta Middle School,201062,M,1071 Trojan Road,Monetta,SC,29105,6-8,196,803-685-2500,https://www.acpsd.net/Domain/6718,Sidney Johnson,16.0,2019,Aiken County Public School District,Ridge Spring-Monetta Middle School,M,23.4,42.4,14.7,54.3,34.7,,44.4,200.0,91.0,109.0,71.0,86.0,,0.0,164.0,43.0,no_result,no_result
Aiken County Public School District,A. L. Corbett Middle School,201063,M,10 A. L. Corbett Circle,"Wagener, SC",SC,29164,6-8,192,803-564-1050,https://www.acpsd.net/CORBETT,Michelle B. Kennedy,12.0,2019,Aiken County Public School District,A. L. Corbett Middle School,M,30.1,32.2,18.6,45.4,46.9,,25.4,193.0,94.0,99.0,80.0,101.0,,0.0,155.0,12.0,33.66049249775925,-81.36400301521873
Aiken County Public School District,Graniteville Elementary,201066,E,1 Willis Circle,Graniteville,SC,29829,PK-5,291,803-663-9998,https://www.acpsd.net/GVES,Michelle Padgett,22.0,0,,,,,,,,,,,,,,,,,,,,no_result,no_result
Aiken County Public School District,Aiken Intermediate School,201067,M,687 Explorer Trail,Aiken,SC,29801,6,478,803-641-2570,acpsd.net/AIS,Eileen Denise McCray,29.0,0,,,,,,,,,,,,,,,,,,,,no_result,no_result
Aiken County Public School District,Lloyd-Kennedy Charter,201601,E,,,SC,0,3-8,61,,,,5.0,2018,Aiken County Public School District,Lloyd-Kennedy Charter,E,7.1,67.9,3.6,78.6,12.5,,62.5,,,,,,,,,,-27.6301111,-48.667541479622166
Aiken County Public School District,Lloyd-Kennedy Charter,201601,E,,,SC,0,3-8,61,,,,5.0,2018,Aiken County Public School District,Lloyd-Kennedy Charter,M,11.8,41.2,17.6,41.2,11.5,,53.8,,,,,,,,,,-27.6301111,-48.667541479622166
Aiken County Public School District,Lloyd-Kennedy Charter,201601,E,,,SC,0,3-8,61,,,,5.0,2019,Aiken County Public School District,Lloyd-Kennedy Charter,E,27.8,61.1,33.3,33.3,28.6,,57.1,61.0,18.0,43.0,47.0,9.0,,0.0,47.0,5.0,-27.6301111,-48.667541479622166
Aiken County Public School District,Lloyd-Kennedy Charter,201601,E,,,SC,0,3-8,61,,,,5.0,2019,Aiken County Public School District,Lloyd-Kennedy Charter,M,18.4,42.1,26.3,50.0,35.7,,46.4,61.0,18.0,43.0,47.0,9.0,,0.0,47.0,5.0,-27.6301111,-48.667541479622166
Allendale County Schools,Allendale Fairfax High School,301001,H,3581 Allendale-Fairfax Highway,Fairfax,SC,29827,9-12,295,8035842311,https://afhs.acs.k12.sc.us/o/afhs,Darlene D. Hall,23.0,0,,,,,,,,,,,,,,,,,,,,32.95883,-81.236972
Allendale County Schools,Allendale Elementary School,301004,E,3305 Allendale-Fairfax Highway,Fairfax,SC,29827,3-5,235,803-584-3476,ales.acs.k12.sc.us,Sheila Leath,19.0,2018,Allendale County Schools,Allendale Elementary,E,12.6,57.9,16.5,60.6,14.6,,60.8,,,,,,,,,,32.95883,-81.236972
Allendale County Schools,Allendale Elementary School,301004,E,3305 Allendale-Fairfax Highway,Fairfax,SC,29827,3-5,235,803-584-3476,ales.acs.k12.sc.us,Sheila Leath,19.0,2019,Allendale County Schools,Allendale Elementary School,E,17.1,53.8,24.8,49.6,16.7,,56.4,253.0,124.0,129.0,235.0,11.0,,0.0,236.0,7.0,32.95883,-81.236972
Allendale County Schools,Allendale-Fairfax Middle School,301008,M,3581 Allendale-Fairfax Hwy ,Fairfax,SC,29827,6-8,254,[803-584-3489],https://afms.acs.k12.sc.us/o/afms,"Willie Robinson, Ed.D.",16.0,2018,Allendale County Schools,Allendale-Fairfax Middle,M,23.4,46.0,23.4,39.5,26.7,,46.7,,,,,,,,,,32.95883,-81.236972
Allendale County Schools,Allendale-Fairfax Middle School,301008,M,3581 Allendale-Fairfax Hwy ,Fairfax,SC,29827,6-8,254,[803-584-3489],https://afms.acs.k12.sc.us/o/afms,"Willie Robinson, Ed.D.",16.0,2019,Allendale County Schools,Allendale-Fairfax Middle School,M,15.8,52.5,14.5,51.1,13.1,,67.6,244.0,122.0,122.0,233.0,6.0,,0.0,233.0,5.0,32.95883,-81.236972
Anderson School District One,Palmetto High School,401001,H,804 North Hamilton Street,Williamston,SC,29697,9-12,956,864-847-7311,https://www.anderson1.org/Page/8444,Robert A. Roach,55.0,0,,,,,,,,,,,,,,,,,,,,34.63187605,-82.47667443721616
Anderson School District One,Powdersville High School,401002,H,145 Hood Road,Greenville,SC,29611,9-12,939,864-312-5641,https://www.anderson1.org/Domain/1278,Dr. Chris Ferguson,46.0,0,,,,,,,,,,,,,,,,,,,,34.8011042,-82.48773195060892
Anderson School District One,Wren High School,401003,H,905 Wren School Rd,Piedmont,SC,29673,9-12,1125,864-850-5900,https://www.anderson1.org/Domain/1101,Dr. Seth Young,55.0,0,,,,,,,,,,,,,,,,,,,,34.7213388,-82.54518578919107
Anderson School District One,Palmetto Elementary,401004,E,1 Roberts Blvd.,Williamston,SC,29697,PK-5,519,864-847-5442,anderson1.org/Domain/330,Amy Cothran,41.0,2018,Anderson School District One,Palmetto Elementary,E,39.7,26.6,51.4,22.7,49.4,,21.3,,,,,,,,,,34.6304492,-82.47354425792727
Anderson School District One,Palmetto Elementary,401004,E,1 Roberts Blvd.,Williamston,SC,29697,PK-5,519,864-847-5442,anderson1.org/Domain/330,Amy Cothran,41.0,2019,Anderson School District One,Palmetto Elementary School,E,52.1,27.9,50.6,21.9,50.5,,20.9,578.0,292.0,286.0,39.0,415.0,,0.0,402.0,124.0,34.6304492,-82.47354425792727
Anderson School District One,Cedar Grove Elementary,401005,E,107 Melvin Lane,Williamston,SC,29697,PK-5,555,864-847-3500,https://www.anderson1.k12.sc.us/,Kristie Finley,37.0,2018,Anderson School District One,Cedar Grove Elementary School,E,54.1,12.8,68.4,9.4,61.9,,9.3,,,,,,,,,,34.592940049999996,-82.4964722591593
Anderson School District One,Cedar Grove Elementary,401005,E,107 Melvin Lane,Williamston,SC,29697,PK-5,555,864-847-3500,https://www.anderson1.k12.sc.us/,Kristie Finley,37.0,2019,Anderson School District One,Cedar Grove Elementary,E,58.7,16.1,69.0,12.5,64.2,,15.0,655.0,315.0,340.0,33.0,521.0,,0.0,472.0,101.0,34.592940049999996,-82.4964722591593
Anderson School District One,Wren Middle School,401008,M,1010 Wren School Road,Piedmont,SC,29673,6-8,931,864-850-5930,https://www.anderson1.org/Domain/879,Jon Shoffstall,56.0,2018,Anderson School District One,Wren Middle School,M,54.8,12.6,65.9,10.7,53.1,,18.9,,,,,,,,,,34.72496665,-82.54455850579205
Anderson School District One,Wren Middle School,401008,M,1010 Wren School Road,Piedmont,SC,29673,6-8,931,864-850-5930,https://www.anderson1.org/Domain/879,Jon Shoffstall,56.0,2019,Anderson School District One,Wren Middle School,M,56.7,11.0,59.5,9.9,66.4,,11.0,881.0,409.0,472.0,59.0,727.0,,0.0,365.0,95.0,34.72496665,-82.54455850579205
Anderson School District One,West Pelzer Elementary School,401009,E,110 W Stewart Street,Pelzer,SC,29669,PK-5,375,864-947-6424,https://sc01000609.schoolwires.net/Domain/557,Amy C. Bagwell,33.0,2018,Anderson School District One,West Pelzer Elementary School,E,40.8,12.6,59.7,9.7,55.2,,9.0,,,,,,,,,,34.645360233149056,-82.4788761270378
Anderson School District One,West Pelzer Elementary School,401009,E,110 W Stewart Street,Pelzer,SC,29669,PK-5,375,864-947-6424,https://sc01000609.schoolwires.net/Domain/557,Amy C. Bagwell,33.0,2019,Anderson School District One,West Pelzer Elementary School,E,54.4,17.1,69.4,5.2,73.4,,10.9,420.0,204.0,216.0,8.0,352.0,,0.0,297.0,60.0,34.645360233149056,-82.4788761270378
Anderson School District One,Spearman Elementary,401011,E,2001 Easley Hwy.,Piedmont,SC,29673,PK-5,681,864-947-9787,https://www.anderson1.org/Domain/488,Jason Lesley,41.0,2018,Anderson School District One,Spearman Elementary,E,59.3,11.6,68.2,11.9,70.5,,3.8,,,,,,,,,,34.681356699999995,-82.54737748035483
Anderson School District One,Spearman Elementary,401011,E,2001 Easley Hwy.,Piedmont,SC,29673,PK-5,681,864-947-9787,https://www.anderson1.org/Domain/488,Jason Lesley,41.0,2019,Anderson School District One,Spearman Elementary,E,59.0,17.7,66.6,14.4,81.3,,6.3,662.0,334.0,328.0,59.0,524.0,,0.0,340.0,79.0,34.681356699999995,-82.54737748035483
Anderson School District One,Palmetto Middle School,401012,M,140 Middle School Rd.,Williamston,SC,29697,6-8,865,8648474333,anderson1.org/palmetto middle,Jason McCauley,53.0,2018,Anderson School District One,Palmetto Middle School,M,45.9,17.4,48.6,18.4,56.4,,19.5,,,,,,,,,,34.6293013,-82.4805871
Anderson School District One,Palmetto Middle School,401012,M,140 Middle School Rd.,Williamston,SC,29697,6-8,865,8648474333,anderson1.org/palmetto middle,Jason McCauley,53.0,2019,Anderson School District One,Palmetto Middle School,M,48.4,20.4,52.4,15.8,54.7,,22.6,802.0,393.0,409.0,44.0,626.0,,0.0,508.0,132.0,34.6293013,-82.4805871
Anderson School District One,Wren Elementary,401013,E,226 Roper Road,Piedmont,SC,29673,PK-5,567,864-850-5950,https://www.anderson1.org/wres,Tommy Bolger,34.0,2018,Anderson School District One,Wren Elementary,E,68.5,9.0,67.1,10.4,76.9,,6.4,,,,,,,,,,34.718867,-82.54559157473537
Anderson School District One,Wren Elementary,401013,E,226 Roper Road,Piedmont,SC,29673,PK-5,567,864-850-5950,https://www.anderson1.org/wres,Tommy Bolger,34.0,2019,Anderson School District One,Wren Elementary,E,72.7,6.5,78.1,5.8,73.7,,12.1,536.0,261.0,275.0,21.0,462.0,,0.0,231.0,53.0,34.718867,-82.54559157473537
Anderson School District One,Hunt Meadows Elementary School,401014,E,420 Hunt Rd.,Easley,SC,29642,PK-5,501,864-850-3987,https://www.anderson1.org/Domain/262,Carrie Pennington,35.0,2018,Anderson School District One,Hunt Meadows Elementary School,E,49.0,15.6,56.0,16.0,51.8,,13.3,,,,,,,,,,34.7558876,-82.57412226109449
Anderson School District One,Hunt Meadows Elementary School,401014,E,420 Hunt Rd.,Easley,SC,29642,PK-5,501,864-850-3987,https://www.anderson1.org/Domain/262,Carrie Pennington,35.0,2019,Anderson School District One,Hunt Meadows Elementary,E,58.8,19.1,62.3,12.5,57.6,,16.5,574.0,265.0,309.0,18.0,509.0,,0.0,310.0,47.0,34.7558876,-82.57412226109449
Anderson School District One,Powdersville Middle School,401061,M,130 Roe Road,"Greenville,",SC,29611,6-8,717,8642691821,https://www.anderson1.org/Domain/793,Todd Binnicker,46.0,2018,Anderson School District One,Powdersville Middle,M,58.8,11.2,60.6,13.4,59.0,,17.6,,,,,,,,,,35.05799847972222,-82.29193351076617
Anderson School District One,Powdersville Middle School,401061,M,130 Roe Road,"Greenville,",SC,29611,6-8,717,8642691821,https://www.anderson1.org/Domain/793,Todd Binnicker,46.0,2019,Anderson School District One,Powdersville Middle,M,65.6,8.8,67.3,9.3,57.2,,15.4,727.0,363.0,364.0,82.0,536.0,,0.0,323.0,109.0,35.05799847972222,-82.29193351076617
Anderson School District One,Powdersville Elementary School,401062,E,139 Hood Road,Greenville,SC,29611,3-5,661,864-269-4431,www.anderson1.org/pves,Brad Moore,41.0,2018,Anderson School District One,Powdersville Elementary School,E,63.7,7.4,75.4,7.2,75.7,,3.7,,,,,,,,,,34.79795405,-82.48844940947052
Anderson School District One,Powdersville Elementary School,401062,E,139 Hood Road,Greenville,SC,29611,3-5,661,864-269-4431,www.anderson1.org/pves,Brad Moore,41.0,2019,Anderson School District One,Powdersville Elementary School,E,72.8,6.9,81.6,4.2,78.0,,6.2,639.0,330.0,309.0,53.0,480.0,,0.0,284.0,106.0,34.79795405,-82.48844940947052
Anderson School District Two,Belton-Honea Path High School,402012,H,11000 Belton Honea Path Highway,Honea Path,SC,29654,9-12,1065,864-369-7382,http://bhp.anderson2.org/,Mary Boarts,56.0,0,,,,,,,,,,,,,,,,,,,,34.47387735,-82.44391186075387
Anderson School District Two,Belton Elementary School,402013,E,202 Watkins Street,202 Watkins Street,SC,29627,3-5,355,864-338-7738,http://bes.anderson2.org/,Tracy S. Hedrick,29.0,2018,Anderson County School District Two,Belton Elementary School,E,44.2,24.2,48.0,21.5,53.5,,15.9,,,,,,,,,,no_result,no_result
Anderson School District Two,Belton Elementary School,402013,E,202 Watkins Street,202 Watkins Street,SC,29627,3-5,355,864-338-7738,http://bes.anderson2.org/,Tracy S. Hedrick,29.0,2019,Anderson County School District Two,Belton Elementary School,E,48.4,24.2,55.3,17.8,59.3,,13.2,467.0,248.0,219.0,83.0,335.0,,0.0,332.0,49.0,no_result,no_result
Anderson School District Two,Belton Middle School,402014,M,102 Cherokee Rd.,Belton,SC,29627,6-8,528,8643694712,bms.anderson2.org,Josh Burton,35.0,2018,Anderson County School District Two,Belton Middle School,M,32.0,26.4,30.0,32.2,37.2,,34.2,,,,,,,,,,34.514175800000004,-82.51018036521288
Anderson School District Two,Belton Middle School,402014,M,102 Cherokee Rd.,Belton,SC,29627,6-8,528,8643694712,bms.anderson2.org,Josh Burton,35.0,2019,Anderson County School District Two,Belton Middle School,M,39.1,26.3,39.1,22.4,45.4,,25.9,520.0,281.0,239.0,77.0,397.0,,0.0,332.0,46.0,34.514175800000004,-82.51018036521288
Anderson School District Two,Honea Path Elementary School,402018,E,806 E. Greer St.,Honea Path,SC,29654,PK-5,522,864-369-7612,hpe.anderson2.org,Jeremy Sauceman,36.0,2018,Anderson County School District Two,Honea Path Elementary,E,41.9,27.0,50.4,21.8,44.4,,18.5,,,,,,,,,,34.4446739,-82.38076266537804
Anderson School District Two,Honea Path Elementary School,402018,E,806 E. Greer St.,Honea Path,SC,29654,PK-5,522,864-369-7612,hpe.anderson2.org,Jeremy Sauceman,36.0,2019,Anderson County School District Two,Honea Path Elementary School,E,41.7,32.8,46.3,26.3,40.5,,37.8,574.0,261.0,313.0,73.0,441.0,,0.0,412.0,60.0,34.4446739,-82.38076266537804
Anderson School District Two,Honea Path Middle School,402019,M,107 Brock Avenue,"Honea Path, SC",SC,29654,6-8,329,864-369-7641,http://hpms.anderson2.org/,John Michael Hall,24.0,2018,Anderson County School District Two,Honea Path Middle School,M,32.5,29.5,32.2,31.0,39.7,,28.0,,,,,,,,,,34.4484687,-82.39824709555711
Anderson School District Two,Honea Path Middle School,402019,M,107 Brock Avenue,"Honea Path, SC",SC,29654,6-8,329,864-369-7641,http://hpms.anderson2.org/,John Michael Hall,24.0,2019,Anderson County School District Two,Honea Path Middle School,M,45.8,24.0,43.1,22.8,63.6,,18.7,349.0,179.0,170.0,32.0,288.0,,0.0,223.0,29.0,34.4484687,-82.39824709555711
Anderson School District Two,Wright Elementary School,402021,E,1136 Wright School Road,Belton,SC,29627,K-5,184,864-296-1776,wes.anderson2.org,Kim Whitt,15.0,2018,Anderson County School District Two,Wright Elementary School,E,63.2,7.7,80.3,6.8,75.0,,8.3,,,,,,,,,,34.398688750000005,-82.52832541840706
Anderson School District Two,Wright Elementary School,402021,E,1136 Wright School Road,Belton,SC,29627,K-5,184,864-296-1776,wes.anderson2.org,Kim Whitt,15.0,2019,Anderson County School District Two,Wright Elementary School,E,66.7,9.3,85.2,0.9,67.6,,8.8,222.0,107.0,115.0,14.0,194.0,,0.0,114.0,14.0,34.398688750000005,-82.52832541840706
Anderson School District Three,Crescent High School,403022,H,9104 Highway 81 South,Iva,SC,29655,9-12,719,864-352-6175,https://www.acsd3.org/o/crescent-high-school,T. Cliff Roberts,44.0,0,,,,,,,,,,,,,,,,,,,,34.3398546,-82.68831581256043
Anderson School District Three,Iva Elementary School,403024,E,"803 Antreville Hwy Iva SC  29655, 335 West Front S",IVA,SC,29655,PK-5,360,8643486400,https://www.acsd3.org/o/iva-elementary-school,Daniel Crawford,30.0,2018,Anderson School District Three,Iva Elementary School,E,50.3,21.5,59.7,14.4,78.2,,9.1,,,,,,,,,,no_result,no_result
Anderson School District Three,Iva Elementary School,403024,E,"803 Antreville Hwy Iva SC  29655, 335 West Front S",IVA,SC,29655,PK-5,360,8643486400,https://www.acsd3.org/o/iva-elementary-school,Daniel Crawford,30.0,2019,Anderson School District Three,Iva Elementary School,E,52.8,18.9,65.0,8.9,79.4,,10.3,410.0,211.0,199.0,37.0,342.0,,0.0,331.0,31.0,no_result,no_result
Anderson School District Three,Starr-Iva Middle School,403025,M,1034 Rainey Road,Starr,SC,29684,6-8,630,864-352-6146,https://www.acsd3.org/o/starr-iva-middle-school,Adam Coats,38.0,2018,Anderson School District Three,Starr-Iva Middle School,M,38.8,27.5,42.7,22.2,58.6,,18.4,,,,,,,,,,34.3825624,-82.72656579955948
Anderson School District Three,Starr-Iva Middle School,403025,M,1034 Rainey Road,Starr,SC,29684,6-8,630,864-352-6146,https://www.acsd3.org/o/starr-iva-middle-school,Adam Coats,38.0,2019,Anderson School District Three,Starr-Iva Middle School,M,48.3,20.4,52.1,19.2,55.7,,24.2,623.0,324.0,299.0,61.0,501.0,,0.0,444.0,61.0,34.3825624,-82.72656579955948
Anderson School District Three,Starr Elementary,403026,E,400 Professor Brown Lane,Starr,SC,29684,PK-5,472,864-352-6154,https://www.acsd3.org/o/starr-elementary-school,Melissa Davis,34.0,2018,Anderson School District Three,Starr Elementary,E,48.1,18.2,64.0,15.9,59.0,,9.8,,,,,,,,,,34.38544935,-82.69470411731965
Anderson School District Three,Starr Elementary,403026,E,400 Professor Brown Lane,Starr,SC,29684,PK-5,472,864-352-6154,https://www.acsd3.org/o/starr-elementary-school,Melissa Davis,34.0,2019,Anderson School District Three,Starr Elementary,E,54.4,18.6,78.1,8.8,61.0,,14.3,502.0,252.0,250.0,31.0,417.0,,0.0,360.0,54.0,34.38544935,-82.69470411731965
Anderson School District Three,Flat Rock Elementary,403027,E,115 Thompson Road,Anderson,SC,29624,PK-5,368,8642969191,https://www.acsd3.org/o/flat-rock-elementary-school,Christy Horton Dodd,27.0,2018,Anderson School District Three,Flat Rock Elementary,E,35.8,26.7,46.6,16.5,56.3,,16.7,,,,,,,,,,34.4077151,-82.6363331
Anderson School District Three,Flat Rock Elementary,403027,E,115 Thompson Road,Anderson,SC,29624,PK-5,368,8642969191,https://www.acsd3.org/o/flat-rock-elementary-school,Christy Horton Dodd,27.0,2019,Anderson School District Three,Flat Rock Elementary School,E,51.4,22.7,59.1,18.8,57.5,,17.8,390.0,182.0,208.0,30.0,308.0,,0.0,324.0,52.0,34.4077151,-82.6363331
Anderson District 4,Pendleton High School,404027,H,7324 Highway 187  ,Anderson,SC,29625,9-12,829,864-403-2100,https://phs.anderson4.org,Brian Couch,51.0,0,,,,,,,,,,,,,,,,,,,,34.61207293488808,-82.78647041942911
Anderson District 4,Riverside Middle School,404029,M,458 Riverside Street  ,Pendleton,SC,29670,7-8,450,8644032200,https://rms.anderson4.org/en-US,Jeffrey T. Boozer,32.0,2018,Anderson District 4,Riverside Middle School,M,53.5,16.1,49.4,19.2,69.0,,13.5,,,,,,,,,,34.6546754,-82.79579360407348
Anderson District 4,Riverside Middle School,404029,M,458 Riverside Street  ,Pendleton,SC,29670,7-8,450,8644032200,https://rms.anderson4.org/en-US,Jeffrey T. Boozer,32.0,2019,Anderson District 4,Riverside Middle School,M,64.7,12.3,53.9,14.1,65.9,,13.0,423.0,207.0,216.0,65.0,319.0,,0.0,259.0,39.0,34.6546754,-82.79579360407348
Anderson District 4,La France Elementary School,404031,E,La France Elementary School 550 Williams St,Pendleton,SC,29670,PK-6,393,8644032300,https://les.anderson4.org/,Melida Reeves,29.0,2018,Anderson District 4,La France Elementary,E,50.4,17.7,50.9,19.4,62.9,,18.1,,,,,,,,,,no_result,no_result
Anderson District 4,La France Elementary School,404031,E,La France Elementary School 550 Williams St,Pendleton,SC,29670,PK-6,393,8644032300,https://les.anderson4.org/,Melida Reeves,29.0,2019,Anderson District 4,La France Elementary School,E,61.1,19.5,65.5,12.4,64.3,,13.0,418.0,200.0,218.0,52.0,323.0,,0.0,270.0,43.0,no_result,no_result
Anderson District 4,Pendleton Elementary School,404034,E,902 East Queen Street,Pendleton,SC,29670,PK-6,350,864-403-2500,www.pes.anderson4.org,Jeffrey Simpson,30.0,2018,Anderson District 4,Pendleton Elementary,E,41.6,23.8,46.5,21.8,50.0,,21.7,,,,,,,,,,34.655596700000004,-82.76798588099476
Anderson District 4,Pendleton Elementary School,404034,E,902 East Queen Street,Pendleton,SC,29670,PK-6,350,864-403-2500,www.pes.anderson4.org,Jeffrey Simpson,30.0,2019,Anderson District 4,Pendleton Elementary,E,39.8,21.1,49.7,19.9,45.3,,23.3,356.0,174.0,182.0,144.0,172.0,,0.0,291.0,40.0,34.655596700000004,-82.76798588099476
