school_id,district,school,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,all_other_races
3601004,Newberry 01,Whitmire Community High,304,147,157,0,60,220,215,2019,24
3601005,Newberry 01,Boundary St Elem,508,234,274,0,236,120,393,2019,152
3601008,Newberry 01,Gallman Elem,450,238,212,0,226,76,379,2019,148
3601009,Newberry 01,Pomaria/Garmany Elem,349,178,171,0,94,174,236,2019,81
3601010,Newberry 01,Little Mountain Elem,434,200,234,0,63,328,270,2019,43
3601015,Newberry 01,Reuben Elem,153,67,86,0,40,88,124,2019,25
3601018,Newberry 01,Newberry Elem,470,225,245,0,289,62,426,2019,119
3601019,Newberry 01,Mid Carolina Middle,614,329,285,0,124,401,330,2019,89
3601020,Newberry 01,Newberry Middle,612,298,314,0,297,144,516,2019,171
3601021,Newberry 01,Whitmire Community Elem,241,123,118,0,37,182,169,2019,22
3601022,Newberry 01,Prosperity-Rikard Elem,370,162,208,0,93,233,258,2019,44
3701005,Oconee 01,Seneca High,956,486,470,0,199,628,540,2019,129
3701006,Oconee 01,Walhalla Middle,875,424,451,0,21,660,515,2019,194
3701007,Oconee 01,Walhalla High,1108,538,570,0,26,884,578,2019,198
3701008,Oconee 01,West-Oak High,747,362,385,0,22,671,472,2019,54
3701012,Oconee 01,Keowee Elem,417,196,221,0,4,389,257,2019,24
3701013,Oconee 01,Northside Elem,693,327,366,0,124,475,434,2019,94
3701016,Oconee 01,James M Brown Elem,640,314,326,0,7,416,500,2019,217
3701017,Oconee 01,Ravenel Elem,570,274,296,0,144,337,379,2019,89
3701020,Oconee 01,Tamassee-Salem Elem,232,121,111,0,3,219,163,2019,10
3701022,Oconee 01,Walhalla Elem,600,280,320,0,13,455,372,2019,132
3701023,Oconee 01,Westminster Elem,441,206,235,0,11,396,322,2019,34
3701026,Oconee 01,Seneca Middle,852,430,422,0,171,525,550,2019,156
3701027,Oconee 01,Fair-Oak Elem,592,301,291,0,9,516,417,2019,67
3701028,Oconee 01,Orchard Park Elem,451,209,242,0,26,389,362,2019,36
3701030,Oconee 01,West Oak Middle,673,321,352,0,18,594,449,2019,61
3701031,Oconee 01,Blue Ridge Elementary,623,300,323,0,160,314,539,2019,149
3803018,Orangeburg 03,Holly Hill-Roberts Middle,446,203,243,0,394,28,408,2019,24
3803019,Orangeburg 03,Holly Hill Elem,437,203,234,0,352,60,397,2019,25
3803021,Orangeburg 03,St James-Gaillard Elem,329,171,158,0,269,49,303,2019,11
3803022,Orangeburg 03,Vance-Providence Elem,243,125,118,0,230,13,225,2019,0
3803047,Orangeburg 03,Elloree Elem,434,223,211,0,382,35,397,2019,17
3803048,Orangeburg 03,Lake Marion High & Tech Ctr,669,355,314,0,599,46,562,2019,24
3804024,Orangeburg 04,Edisto High,608,298,310,0,255,294,440,2019,59
3804025,Orangeburg 04,Carver Edisto Middle,548,264,284,0,243,258,435,2019,47
3804026,Orangeburg 04,Edisto Primary,621,313,308,0,282,268,550,2019,71
3804049,Orangeburg 04,Branchville High,341,158,183,0,82,253,184,2019,6
3804051,Orangeburg 04,Lockett Elementary,282,150,132,0,80,196,183,2019,6
3804053,Orangeburg 04,Edisto Elem,583,276,307,0,270,260,507,2019,53
3804054,Orangeburg 04,Hunter-Kinard-Tyler High,253,121,132,0,189,46,230,2019,18
3804055,Orangeburg 04,Hunter Kinard Tyler Elem,252,133,119,0,184,56,233,2019,12
3805010,Orangeburg 05,Bethune-Bowman Middle/High,338,158,180,0,284,28,304,2019,26
3805012,Orangeburg 05,Bethune-Bowman Elem,318,153,165,0,264,18,287,2019,36
3805026,Orangeburg 05,Robert E Howard Middle,432,202,230,0,405,5,408,2019,22
3805028,Orangeburg 05,Orngb Wilkinson High,999,488,511,0,925,30,838,2019,44
3805034,Orangeburg 05,Marshall Elem,740,383,357,0,671,30,617,2019,39
3805036,Orangeburg 05,Brookdale Elem,296,124,172,0,279,7,266,2019,10
3805037,Orangeburg 05,William J Clark Middle,719,351,368,0,655,20,591,2019,44
3805039,Orangeburg 05,Sheridan Elem,517,247,270,0,423,35,470,2019,59
3805040,Orangeburg 05,Whittaker Elem,465,234,231,0,438,4,424,2019,23
3805042,Orangeburg 05,North Middle/High,248,114,134,0,126,111,194,2019,11
3805044,Orangeburg 05,Dover Elem,296,141,155,0,152,125,251,2019,19
3805056,Orangeburg 05,Rivelon Elementary,269,124,145,0,244,9,252,2019,16
3805057,Orangeburg 05,Mellichamp Elementary,316,146,170,0,292,10,306,2019,14
3805601,Orangeburg 05,OCSD5 High School for Health Professions,373,233,140,0,350,9,219,2019,14
3901001,Pickens 01,Dacusville Middle,339,178,161,0,5,316,202,2019,18
3901002,Pickens 01,R C Edwards Middle,831,422,409,0,62,650,352,2019,119
3901003,Pickens 01,D W Daniel High,1102,529,573,0,93,836,383,2019,173
3901004,Pickens 01,Richard H Gettys Middle,1358,694,664,0,140,928,843,2019,290
3901005,Pickens 01,Easley High,1576,801,775,0,175,1127,824,2019,274
3901006,Pickens 01,Liberty High,618,302,316,0,27,523,377,2019,68
3901007,Pickens 01,Pickens Middle,677,322,355,0,20,609,434,2019,48
3901008,Pickens 01,Pickens High,1277,631,646,0,40,1153,686,2019,84
3901014,Pickens 01,Central Academy of the Arts,400,179,221,0,60,231,280,2019,109
3901015,Pickens 01,Crosswell Elem,522,235,287,0,31,371,399,2019,120
3901016,Pickens 01,Dacusville Elem,564,274,290,0,4,508,400,2019,52
3901017,Pickens 01,East End Elem,637,301,336,0,63,466,415,2019,108
3901018,Pickens 01,Forest Acres Elem,730,350,380,0,73,535,391,2019,122
3901022,Pickens 01,Liberty Elem,477,237,240,0,21,402,355,2019,54
3901023,Pickens 01,Clemson Elem,856,430,426,0,93,587,274,2019,176
3901025,Pickens 01,Pickens Elem,548,265,283,0,25,474,391,2019,49
3901027,Pickens 01,Six Mile Elem,495,215,280,0,1,444,300,2019,50
3901028,Pickens 01,West End Elem,661,330,331,0,55,456,518,2019,150
3901029,Pickens 01,McKissick Academy of Science and Technology,490,227,263,0,78,278,411,2019,134
3901030,Pickens 01,Liberty Middle,525,254,271,0,11,462,360,2019,52
3901031,Pickens 01,Chastain Road Elem,593,278,315,0,18,488,423,2019,87
3901032,Pickens 01,Hagood Elementary,485,223,262,0,13,422,358,2019,50
3901033,Pickens 01,Ambler Elementary,360,184,176,0,7,329,222,2019,24
4001002,Richland 01,Columbia High,619,308,311,0,522,23,521,2019,74
4001004,Richland 01,Dreher High,1151,575,576,0,562,437,577,2019,152
4001005,Richland 01,Eau Claire High,482,262,220,0,438,8,459,2019,36
4001007,Richland 01,A. C. Flora High,1431,706,725,0,509,691,650,2019,231
4001010,Richland 01,Hopkins Middle,462,211,251,0,414,21,389,2019,27
4001011,Richland 01,C A Johnson High,353,171,182,0,342,2,338,2019,9
4001012,Richland 01,Keenan High,683,349,334,0,635,17,592,2019,31
4001013,Richland 01,Lower Richland High,1096,555,541,0,945,65,855,2019,86
4001016,Richland 01,St Andrews Middle,707,347,360,0,607,26,632,2019,74
4001019,Richland 01,Alcorn Middle,377,188,189,0,303,16,348,2019,58
4001020,Richland 01,Arden Elem,288,132,156,0,220,4,269,2019,64
4001024,Richland 01,Bradley Elem,425,195,230,0,373,15,379,2019,37
4001025,Richland 01,Brennen Elem,840,417,423,0,187,501,338,2019,152
4001027,Richland 01,Annie Burnside Elem,390,203,187,0,278,15,343,2019,97
4001031,Richland 01,Crayton Middle,1143,576,567,0,451,539,589,2019,153
4001032,Richland 01,Caughman Rd Elem,646,324,322,0,490,70,512,2019,86
4001034,Richland 01,W G Sanders Middle,507,245,262,0,407,56,389,2019,44
4001036,Richland 01,Gadsden Elem,170,85,85,0,155,0,158,2019,15
4001037,Richland 01,Gibbes Middle,357,206,151,0,335,5,344,2019,17
4001038,Richland 01,A J Lewis Greenview Elem,353,168,185,0,329,4,320,2019,20
4001039,Richland 01,Hand Middle,852,414,438,0,439,303,510,2019,110
4001040,Richland 01,Hopkins Elem,282,129,153,0,258,15,261,2019,9
4001041,Richland 01,Horrell Hill Elem,577,252,325,0,425,57,473,2019,95
4001042,Richland 01,Hyatt Park Elem,428,214,214,0,404,10,412,2019,14
4001045,Richland 01,Logan Elem,292,144,148,0,211,61,224,2019,20
4001046,Richland 01,Meadowfield Elem,713,321,392,0,494,144,539,2019,75
4001047,Richland 01,Mill Creek Elem,339,178,161,0,287,25,284,2019,27
4001048,Richland 01,A C Moore Elem,333,149,184,0,95,103,212,2019,135
4001053,Richland 01,Edward E. Taylor Elementary,289,136,153,0,277,4,278,2019,8
4001054,Richland 01,Rosewood Elem,394,195,199,0,76,274,133,2019,44
4001055,Richland 01,S Kilbourne Elem,282,134,148,0,221,22,266,2019,39
4001056,Richland 01,Satchel Ford Elem,764,401,363,0,211,493,342,2019,60
4001059,Richland 01,Sandel Elem,596,299,297,0,479,18,555,2019,99
4001060,Richland 01,Rhame Elem,485,228,257,0,421,10,453,2019,54
4001062,Richland 01,J P Thomas Elem,395,179,216,0,365,3,373,2019,27
4001064,Richland 01,Webber Elem,224,111,112,1,181,27,205,2019,16
4001067,Richland 01,W A Perry Middle,341,181,160,0,325,5,328,2019,11
4001088,Richland 01,Carver-Lyon Elem,362,185,177,0,279,17,309,2019,66
4001089,Richland 01,Burton Pack Elem,483,252,231,0,453,2,470,2019,28
4001090,Richland 01,Pine Grove Elem,523,275,248,0,453,14,475,2019,56
4001091,Richland 01,Southeast Middle,524,264,260,0,407,50,428,2019,67
4001092,Richland 01,Watkins-Nance Elem,358,164,194,0,339,2,343,2019,17
4001093,Richland 01,Forest Heights Elem,497,256,241,0,404,12,468,2019,81
4001094,Richland 01,Brockman Elem,316,160,156,0,49,235,76,2019,32
4001601,Richland 01,Richland One Charter Middle Co,75,51,24,0,56,11,52,2019,8
4001603,Richland 01,Carolina Charter for Inquiry,155,81,74,0,129,18,130,2019,8
4001905,Richland 01,Pendergrass Fairwold School,86,34,52,0,71,11,80,2019,4
4002069,Richland 02,Spring Valley High,2091,1033,1058,0,1059,551,906,2019,481
4002070,Richland 02,Bethel-Hanberry Elem,759,395,364,0,383,259,337,2019,117
4002072,Richland 02,Dent Middle,1283,647,636,0,793,191,828,2019,299
4002073,Richland 02,L W Conder Elem,547,269,278,0,295,27,465,2019,225
4002074,Richland 02,Forest Lake Elem,599,314,285,0,341,133,393,2019,125
4002075,Richland 02,Joseph Keels Elem,516,276,240,0,438,7,469,2019,71
4002076,Richland 02,L B Nelson Elem,633,287,346,0,416,108,399,2019,109
4002077,Richland 02,Windsor Elem,578,289,289,0,367,51,484,2019,160
4002078,Richland 02,E L Wright Middle,1367,680,687,0,715,323,707,2019,329
4002079,Richland 02,Richland Northeast High,1378,726,652,0,902,158,891,2019,318
4002080,Richland 02,North Springs Elem,738,340,398,0,530,98,442,2019,110
4002081,Richland 02,Pontiac Elem,694,354,340,0,372,154,429,2019,168
4002082,Richland 02,Summit Parkway Middle,1176,560,616,0,647,277,591,2019,252
4002083,Richland 02,Rice Creek Elem,750,382,368,0,559,52,498,2019,139
4002084,Richland 02,Ridge View High,1487,758,729,0,1169,142,770,2019,176
4002085,Richland 02,Blythewood Middle,815,388,427,0,400,298,260,2019,117
4002086,Richland 02,Killian Elem,712,340,372,0,579,39,514,2019,94
4002087,Richland 02,Bookman Road Elem,442,205,237,0,192,164,201,2019,85
4002089,Richland 02,Lake Carolina Elem,472,229,243,0,194,174,156,2019,104
4002090,Richland 02,Round Top Elem,629,312,317,0,220,300,163,2019,109
4002091,Richland 02,Kelly Mill Middle,1020,499,521,0,660,195,502,2019,165
4002092,Richland 02,Blythewood High,1904,898,1006,0,882,800,548,2019,222
4002093,Richland 02,Sandlapper Elem,696,329,367,0,525,79,412,2019,92
4002094,Richland 02,Polo Road Elem,682,324,358,0,348,57,455,2019,277
4002095,Richland 02,Longleaf Middle,820,425,395,0,597,117,486,2019,106
4002096,Richland 02,Bridge Creek Elementary,597,296,301,0,426,61,389,2019,110
4002097,Richland 02,Langford Elem,481,226,255,0,261,145,276,2019,75
4002098,Richland 02,Muller Road Middle,1133,587,546,0,565,400,443,2019,168
4002100,Richland 02,Westwood High,1422,677,745,0,1089,188,748,2019,145
4002101,Richland 02,Catawba Trail Elementary,635,324,311,0,271,174,324,2019,190
4002102,Richland 02,Lake Carolina Elem Upper Campus,511,255,256,0,225,192,146,2019,94
4002103,Richland 02,Jackson Creek Elementary,707,350,357,0,525,29,613,2019,153
4002600,Richland 02,Richland Two Charter High,100,48,52,0,69,21,71,2019,10
4101003,Saluda 01,Saluda High,553,256,297,0,145,224,360,2019,184
4101005,Saluda 01,Saluda Middle,512,244,268,0,117,195,361,2019,200
4101006,Saluda 01,Saluda Elem,340,175,165,0,111,73,288,2019,156
4101007,Saluda 01,Saluda Primary,418,197,221,0,84,92,363,2019,242
4101010,Saluda 01,Hollywood Elem,429,210,219,0,51,232,298,2019,146
4201002,Spartanburg 01,Chapman High,889,448,441,0,74,684,446,2019,131
4201003,Spartanburg 01,Landrum High,585,276,309,0,17,524,251,2019,44
4201004,Spartanburg 01,T E Mabry Middle,419,217,202,0,32,325,238,2019,62
4201006,Spartanburg 01,Campobello-Gramling School,786,365,421,0,30,653,379,2019,103
4201007,Spartanburg 01,O P Earle Elem,439,192,247,0,17,366,268,2019,56
4201009,Spartanburg 01,Holly Spgs Motlow Elem,472,232,240,0,11,396,316,2019,65
4201010,Spartanburg 01,Inman Elem,547,250,297,0,87,349,400,2019,111
4201011,Spartanburg 01,New Prospect Elem,430,184,246,0,26,366,267,2019,38
4201087,Spartanburg 01,Landrum Middle,249,117,132,0,9,209,143,2019,31
4201088,Spartanburg 01,Inman Intermediate,362,158,204,0,53,231,234,2019,78
4202012,Spartanburg 02,Boiling Springs High,1718,796,922,0,258,1130,757,2019,330
4202013,Spartanburg 02,Chesnee High,622,286,336,0,50,504,331,2019,68
4202014,Spartanburg 02,Boiling Springs Middle,1168,597,571,0,178,731,665,2019,259
4202015,Spartanburg 02,Boiling Springs Elem,821,417,404,0,134,579,465,2019,108
4202018,Spartanburg 02,Chesnee Elem,572,267,305,0,51,470,386,2019,51
4202019,Spartanburg 02,Cooley Spgs-Fingerville Elem,318,163,155,0,9,263,235,2019,46
4202020,Spartanburg 02,James H Hendrix Elem,638,328,310,0,122,278,461,2019,238
4202023,Spartanburg 02,Mayo Elem,317,161,156,0,11,278,207,2019,28
4202024,Spartanburg 02,Boiling Springs Intermed,550,263,287,0,84,353,309,2019,113
4202025,Spartanburg 02,Boiling Spgs 9th Grade Camp,583,288,295,0,75,400,296,2019,108
4202086,Spartanburg 02,Chesnee Middle,523,251,272,0,32,427,327,2019,64
4202087,Spartanburg 02,Carlisle-Foster's Grove Elem,462,233,229,0,35,368,254,2019,59
4202088,Spartanburg 02,Oakland Elem,647,315,332,0,37,539,358,2019,71
4202089,Spartanburg 02,Rainbow Lake Middle,723,346,377,0,85,469,383,2019,169
4202090,Spartanburg 02,Shoally Creek Elementary,634,305,329,0,104,358,386,2019,172
4203025,Spartanburg 03,Cowpens Middle,426,191,235,0,60,305,295,2019,61
4203026,Spartanburg 03,Broome High,851,392,459,0,102,640,525,2019,109
4203027,Spartanburg 03,Middle School Of Pacolet,218,107,111,0,30,162,145,2019,26
4203028,Spartanburg 03,Cannons Elem,250,116,134,0,70,134,195,2019,46
4203030,Spartanburg 03,Cowpens Elem,383,173,210,0,41,270,301,2019,72
4203031,Spartanburg 03,Clifdale Elem,289,135,154,0,44,213,236,2019,32
4203034,Spartanburg 03,Pacolet Elem,434,220,214,0,65,304,329,2019,65
4204035,Spartanburg 04,Woodruff Middle,633,283,350,0,68,454,407,2019,111
4204036,Spartanburg 04,Woodruff High,744,374,370,0,98,527,392,2019,119
4204040,Spartanburg 04,Woodruff Primary,848,426,422,0,121,573,635,2019,154
4204042,Spartanburg 04,Woodruff Elem,655,311,344,0,89,453,467,2019,113
4205043,Spartanburg 05,James F Byrnes High,1769,877,892,0,330,1118,789,2019,321
4205045,Spartanburg 05,D R Hill Middle,619,296,323,0,149,348,386,2019,122
4205046,Spartanburg 05,Duncan Elementry School of the Arts,629,301,328,0,182,280,485,2019,167
4205049,Spartanburg 05,Reidville Elem,406,202,204,0,48,302,158,2019,56
4205052,Spartanburg 05,Wellford Acad Of Science/Tech,469,220,249,0,117,255,323,2019,97
4205089,Spartanburg 05,Beech Springs Intermed,681,325,356,0,153,366,445,2019,162
4205090,Spartanburg 05,River Ridge Elem,794,371,423,0,158,471,452,2019,165
4205091,Spartanburg 05,Berry Shoals Intermed,718,361,357,0,111,479,318,2019,128
4205092,Spartanburg 05,Florence Chapel Middle,729,351,378,0,112,487,305,2019,130
4205093,Spartanburg 05,James F Byrnes Freshman Acad,631,305,326,0,117,403,298,2019,111
4205094,Spartanburg 05,Abner Creek Academy,616,295,321,0,73,437,297,2019,106
4205095,Spartanburg 05,Lyman Elementary,741,367,374,0,64,499,460,2019,178
4206053,Spartanburg 06,Dorman High,2461,1186,1275,0,706,1133,1350,2019,622
4206054,Spartanburg 06,Fairforest Middle,959,455,504,0,283,224,789,2019,452
4206056,Spartanburg 06,L E Gable Middle,785,373,412,0,151,514,429,2019,120
4206057,Spartanburg 06,Arcadia Elem,746,327,419,0,165,132,617,2019,449
4206058,Spartanburg 06,Fairforest Elem,804,394,410,0,140,422,595,2019,242
4206060,Spartanburg 06,R P Dawkins Middle,951,458,493,0,394,350,566,2019,207
4206061,Spartanburg 06,Lone Oak Elem,327,163,164,0,67,45,290,2019,215
4206062,Spartanburg 06,Pauline Glenn Sprgs Elem,436,217,219,0,14,370,205,2019,52
4206065,Spartanburg 06,Jesse S Bobo Elem,441,229,212,0,245,71,387,2019,125
4206066,Spartanburg 06,West View Elem,779,385,394,0,291,262,525,2019,226
4206067,Spartanburg 06,Woodland Hgts Elem,401,203,198,0,233,82,337,2019,86
4206086,Spartanburg 06,Roebuck Elem,835,409,426,0,262,413,600,2019,160
4206088,Spartanburg 06,Anderson Mill Elem,647,296,351,0,181,348,358,2019,118
4206089,Spartanburg 06,Dorman High Freshman Campus,850,416,434,0,241,354,522,2019,255
4207068,Spartanburg 07,Carver Middle,622,296,326,0,447,62,572,2019,113
4207071,Spartanburg 07,McCracken Middle,751,354,397,0,255,416,393,2019,80
4207073,Spartanburg 07,Spartanburg High,1932,906,1026,0,949,672,1209,2019,311
4207074,Spartanburg 07,Jesse Boyd Elem,489,266,223,0,143,284,266,2019,62
4207075,Spartanburg 07,E P Todd School,838,438,400,0,486,187,679,2019,165
4207077,Spartanburg 07,Cleveland Academy of Leadership,572,244,328,0,454,26,545,2019,92
4207082,Spartanburg 07,Pine St Elem,639,340,299,0,128,455,227,2019,56
4207085,Spartanburg 07,Mary H Wright Elem,535,288,247,0,443,37,513,2019,55
4207087,Spartanburg 07,Drayton Mills Elementary,874,459,415,0,437,196,758,2019,241
4207200,Spartanburg 07,Meeting St Acad-Spartanburg,237,123,114,0,215,10,213,2019,12
4207800,Spartanburg 07,District 7 Early Learning Ctr,164,66,98,0,105,26,148,2019,33
4301002,Sumter 01,Ebenezer Middle,363,178,185,0,271,52,280,2019,40
4301003,Sumter 01,Furman Middle,794,396,398,0,423,302,670,2019,69
4301004,Sumter 01,Hillcrest Middle,377,191,186,0,186,147,215,2019,44
4301008,Sumter 01,Cherryvale Elementary,495,243,252,0,379,81,439,2019,35
4301010,Sumter 01,RE Davis Elementary,442,224,218,0,382,33,393,2019,27
4301012,Sumter 01,High Hills Elementary,487,235,252,0,263,156,317,2019,68
4301014,Sumter 01,Manchester Elementary,408,176,232,0,171,201,360,2019,36
4301016,Sumter 01,Oakland Primary,670,298,372,0,317,264,409,2019,89
4301017,Sumter 01,Rafting Creek Elementary,165,87,78,0,144,10,152,2019,11
4301019,Sumter 01,Shaw Heights Elementary,498,261,237,0,249,180,306,2019,69
4301021,Sumter 01,Alice Drive Middle,1007,521,486,0,494,425,621,2019,88
4301022,Sumter 01,Bates Middle,675,338,337,0,516,128,510,2019,31
4301024,Sumter 01,Sumter High,2174,1097,1077,0,1285,742,1358,2019,147
4301026,Sumter 01,Alice Drive Elementary,832,403,429,0,344,417,489,2019,71
4301029,Sumter 01,Crosswell Drive Elementary,567,272,295,0,474,45,550,2019,48
4301031,Sumter 01,Lemira Elementary,459,246,213,0,394,18,436,2019,47
4301033,Sumter 01,Millwood Elementary,826,394,432,0,385,374,531,2019,67
4301038,Sumter 01,Wilder Elementary,426,208,218,0,338,70,376,2019,18
4301039,Sumter 01,Willow Drive Elementary,615,325,290,0,481,76,551,2019,58
4301040,Sumter 01,Pocalla Springs Elementary,791,391,400,0,377,347,670,2019,67
4301041,Sumter 01,Kingsbury Elementary,783,372,411,0,471,245,568,2019,67
4301042,Sumter 01,Crestwood High,1103,573,530,0,779,224,749,2019,100
4301043,Sumter 01,Lakewood High,988,480,508,0,558,357,790,2019,73
4301044,Sumter 01,Chestnut Oaks Middle,390,161,229,0,335,30,364,2019,25
4401004,Union 01,Sims Middle,726,362,364,0,281,370,552,2019,75
4401005,Union 01,Union County High,1037,514,523,0,388,591,694,2019,57
4401007,Union 01,Buffalo Elem,573,253,320,0,202,293,511,2019,78
4401012,Union 01,Foster Park Elem,533,254,279,0,259,200,475,2019,74
4401014,Union 01,Jonesville Elementary Middle,594,272,322,0,134,383,443,2019,77
4401017,Union 01,Monarch Elem,501,258,243,0,164,299,382,2019,38
4501006,Williamsburg 01,Hemingway High,261,123,138,0,240,15,227,2019,6
4501007,Williamsburg 01,Kingstree Middle Magnet School,407,193,214,0,375,22,361,2019,10
4501008,Williamsburg 01,Kingstree Senior High,527,250,277,0,482,28,475,2019,17
4501011,Williamsburg 01,DP Cooper Elem,134,63,71,0,120,8,128,2019,6
4501012,Williamsburg 01,C E Murray High,275,131,144,0,261,7,227,2019,7
4501013,Williamsburg 01,Anderson Primary,423,209,214,0,392,12,400,2019,19
4501017,Williamsburg 01,Greeleyville Elem,267,141,126,0,257,5,234,2019,5
4501021,Williamsburg 01,Kenneth Gardner Elem,439,220,219,0,396,22,409,2019,21
